depth,seed,layer,mean_strength,std_strength,mean_abs_strength_minus_1,mean_polar_shift_rad,mean_abs_polar_shift_rad,mean_phase_shift_rad,mean_abs_phase_shift_rad,max_abs_phase_shift_rad,min_adjacent_phase_gap_rad,max_adjacent_phase_gap_rad,mean_adjacent_phase_gap_rad
4,46,2,0.7046945276134897,0.2432781028406847,0.30887195287072156,0.11422554747451864,0.19715790973408542,-0.02067630657411182,0.057241156703865155,0.1318713255696169,0.38379014009897894,0.6776481852527452,0.5235987755982988
4,46,3,0.8469165523737257,0.2252679545921359,0.22995455282118396,-0.09723065114649032,0.32313414719201466,-0.024404202178997064,0.07357607745847286,0.15586598232313598,0.27494129264642275,0.7312690090567493,0.5235987755982988
4,46,4,0.5412783798661678,0.08212558567899003,0.45872162013383216,-0.006313652528777989,0.2558131985494306,0.0004607213197285167,0.05160577387415773,0.09804587128659632,0.37085152115090175,0.6677009839949553,0.5235987755982989
5,42,1,0.748297008953205,0.2670432221635109,0.3110835013205893,0.07973095715834273,0.2955069133374426,0.023709959553076716,0.08116688234680212,0.1835389181817168,0.284928571047522,0.6982266975522169,0.5235987755982988
5,42,2,0.5826211678640245,0.30943774854238293,0.4471473409184652,-0.0966676699700234,0.2050321023971656,-0.002887816370809279,0.065573144262676,0.16294923746649997,0.25631776549164226,0.6544511827126185,0.5235987755982988
5,42,3,0.7369753483132465,0.40232973595818655,0.3781712411195115,-0.0889285204298171,0.214780656698948,0.00023705378744089586,0.08299976433022055,0.19680108109592717,0.2374752274396421,0.7960268970499556,0.5235987755982988
5,42,4,0.8923261330950286,0.37723422150576613,0.3336364235137743,0.06455587330311821,0.18106481709687505,0.0035416249184942092,0.13348269297527932,0.21888801021841162,0.11211191749496052,0.8492062844957395,0.5235987755982988
5,42,5,0.41444722510867177,0.147537644832747,0.5855527748913282,-0.11658967637639246,0.2112055876914233,-0.014403527148688795,0.13446329349456532,0.2447541111241922,0.1863694308255699,0.9568621500269101,0.5235987755982988
5,43,1,0.6855161570266247,0.25039819729538165,0.3144838429733753,-0.02901631838267568,0.25977010324510347,-0.0014756067234604209,0.08422398240175998,0.20558371621584942,0.2835421621238048,0.7713035862913458,0.5235987755982988
5,43,2,0.9267108107832552,0.27216857498208497,0.20592224986622076,0.12215036176323595,0.32740218007568017,-0.005156530000781112,0.08311078826976731,0.18098825830765922,0.215741117196524,0.7723881374582469,0.5235987755982989
5,43,3,0.5623014469677526,0.2101025142950655,0.4376985530322474,-0.025265188231665136,0.18385050442351766,0.010343541352444639,0.06693064791334495,0.13658322212405413,0.3149093172811197,0.7153696827103777,0.5235987755982988
5,43,4,0.7053496370954017,0.24580701432606472,0.3260567502009421,-0.04699280309120874,0.15485600332386598,0.016466912757413608,0.08790959590867235,0.20392495623932236,0.2956942529214919,0.9074975730269834,0.5235987755982988
5,43,5,0.5010195006273587,0.14702714280908566,0.4989804993726414,-0.0017038876469899732,0.2342692357534463,0.03214704275554269,0.0855831797102131,0.20590808705298272,0.34129132893018976,0.7009651092352724,0.5235987755982988
5,44,1,0.7490454311031028,0.30115370869650177,0.3302302123891407,-0.005605857542052861,0.3505784363327454,-0.013513928486699604,0.0963540373567862,0.181628797446283,0.30951850888648424,0.7358350715740416,0.5235987755982988
5,44,2,0.7077661794833472,0.1835010135156692,0.31063910898581404,0.15192901405521667,0.17986232109109582,0.013656237372540313,0.07391720385550778,0.16455498763823062,0.314298726068377,0.7283570943062925,0.5235987755982988
5,44,3,0.4932506567555954,0.1701218782387261,0.5067493432444047,0.034860184972475367,0.14817115491607327,-0.00034609840111707313,0.07711097070633104,0.1953921233501023,0.3389469089006427,0.7751401571956864,0.5235987755982988
5,44,4,0.6201483576339102,0.18479601612910115,0.3798516423660898,-0.05139286523143455,0.2315971751518883,0.013478893277948956,0.07709311536838653,0.1908285384856326,0.3775885115366314,0.7447971378711724,0.5235987755982988
5,44,5,0.4836524433440299,0.12576341295750637,0.5163475566559702,0.0894436792760707,0.23403519953916532,0.04118546243129454,0.10743165153862393,0.2089794193389439,0.1909362316374449,0.7226587441285037,0.5235987755982988
5,45,1,0.7371162256077869,0.15210663107430808,0.26288377439221317,0.03361158206316729,0.17011992798649603,0.03116489514394548,0.07310140777063934,0.145533728251437,0.3918357390380951,0.725162807417842,0.5235987755982988
5,45,2,0.5876644914763292,0.12719887607748373,0.4123355085236708,0.006115020318628196,0.2132549260317548,-0.014584732384557111,0.06583688608233619,0.17304755496911967,0.31006945465828817,0.659361624651674,0.5235987755982988
5,45,3,0.6636281629580052,0.2237539688879046,0.3473287978090671,-0.14879474628453776,0.24769914532544102,0.00693200319984199,0.056165634573768684,0.13730902501291745,0.3798311942614889,0.7444704906513757,0.5235987755982988
5,45,4,0.7424265381039225,0.15911218625195567,0.25757346189607744,0.038212857141814965,0.2537767727591947,-0.021467411236439204,0.09106793494302823,0.1679503881361908,0.2772606808012972,0.7309522632752992,0.5235987755982989
5,45,5,0.4838400133302297,0.11162206712887945,0.5161599866697703,-0.076007195474504,0.16958063936016707,-0.003166886907656035,0.0528101039248365,0.10285967953328204,0.42486830786507257,0.6332471649329987,0.5235987755982988
5,46,1,0.7414423666770995,0.1857415287023321,0.26374752193031925,-0.1076375266668403,0.33493622793249694,-0.003815551434938863,0.07021634409606815,0.1395446972940319,0.40153313899401377,0.7110592825173754,0.5235987755982988
5,46,2,0.876556291657149,0.13150640296954094,0.15044653541517253,-0.092098542583761,0.2544771545030599,0.0030797639149994552,0.08008261193033779,0.144843083894317,0.28688974280771085,0.7530340736574379,0.5235987755982988
5,46,3,0.6728093966491976,0.14781287588190284,0.3271906033508024,0.025366033662226756,0.21151019864828965,0.002512794597675134,0.06132871765659834,0.1308225689147323,0.29608804981657144,0.7472060326442975,0.5235987755982988
5,46,4,0.6961423369656748,0.17009006002703086,0.3146718548313144,0.09557771710257477,0.4008482943560068,0.009275339438087407,0.08177388518884958,0.17203416068238814,0.3822035160731714,0.8426134252291586,0.5235987755982988
5,46,5,0.4892847219802483,0.11586780803040873,0.5107152780197517,0.01990083809370598,0.19112108399626862,0.0008006315921618422,0.04855661474735901,0.1202562733506764,0.33579467339744884,0.6919301866098084,0.5235987755982988
6,42,1,0.6729694072323035,0.24965270929966707,0.3286874361848062,-0.008933843136708206,0.2350002037840392,-0.021815131782199893,0.08271213369497242,0.1851955169963932,0.4362980949033959,0.7742304467874863,0.5235987755982988
6,42,2,0.6424931953748998,0.2476933018356786,0.3589943599827618,-0.04341243871802216,0.27657055023583393,0.010634360921040057,0.07953668348867782,0.16650099035310867,0.3233886250639788,0.8050087206339411,0.5235987755982988
6,42,3,0.6394560476021273,0.20486309147661605,0.37194416963324456,-0.018885652263775674,0.1948506313443291,-0.0040975441027474675,0.081395117338341,0.14730952838274755,0.29414264783091904,0.7465186744547463,0.5235987755982989
6,42,4,0.4694276229950713,0.24374542253730616,0.5305723770049288,0.0035275855987176585,0.24583820392150232,-0.004804396550426138,0.09684864876767939,0.19905123061735935,0.2723106030340574,0.8371554406456116,0.5235987755982988
6,42,5,0.550816548802238,0.21933077098360793,0.4491834511977622,-0.08777839728485491,0.19290446438863504,-0.02704710754184002,0.1109881064887664,0.20004116756530818,0.2372530455654811,0.9121312091878835,0.5235987755982988
6,42,6,0.5616989151688593,0.15537304371030236,0.43830108483114066,0.03779227464073715,0.21599010565885843,-0.037914148408183856,0.12059883981845244,0.22731913370202894,0.2539136096284844,0.9197526230112887,0.5235987755982988
6,43,1,0.611409972559069,0.10189776013796199,0.388590027440931,0.1293295610003289,0.23284352378753262,-0.008246712155904539,0.08903841775846816,0.13913235922759046,0.39018849156716534,0.7598999507579143,0.5235987755982988
6,43,2,0.79898217799613,0.1768173880411744,0.22449795602863745,-0.07416967119703291,0.18993623630425613,-0.0023123290195000406,0.04872395507954508,0.0955794370541615,0.3856160694020949,0.6258800327855623,0.5235987755982988
6,43,3,0.5075519736061022,0.11032967146163963,0.4924480263938979,0.12008398201439456,0.2526744612595676,0.017406241362918934,0.07075452653229973,0.1355688207414244,0.36923087556023093,0.7661551773645472,0.5235987755982988
6,43,4,0.5932087220942592,0.1114726670292961,0.40679127790574077,0.06576125214858504,0.19324957638830279,0.035585247655106754,0.06080083203213269,0.14186534550298938,0.3422608085056229,0.698753110173512,0.5235987755982988
6,43,5,0.7240961538364049,0.12960509745749568,0.2759038461635949,0.028862173476584513,0.24094280150136724,-0.002187290923593925,0.07519361447342471,0.16484739878329016,0.33574174741295515,0.7532374239151514,0.5235987755982988
6,43,6,0.5249865959028963,0.0620788087025667,0.4750134040971037,0.007231092187428251,0.1520572153314371,-0.014649581360277273,0.058648126848182,0.11959093410476808,0.2957236524932001,0.6624801027605278,0.5235987755982988
6,44,1,0.8889088222397342,0.34261478775550747,0.3229174992908763,0.14473854945510053,0.21334502286227452,0.011786635201538881,0.06636858897607519,0.14713624183564922,0.3405847823640158,0.7299941909984298,0.5235987755982988
6,44,2,0.507912174491946,0.154095817623206,0.4920878255080539,-0.023169328160000325,0.23968154251173876,0.017947239940917334,0.07077811411008547,0.161271764934612,0.2947999566223185,0.7155072521882238,0.5235987755982988
6,44,3,0.7316428795095443,0.21830933684912182,0.29772315041910996,-0.08435431238912296,0.3130146978160785,0.023437790777896084,0.05949900311048523,0.12602817195275565,0.4033844767326258,0.7131104684584073,0.5235987755982988
6,44,4,0.5947321901643959,0.20806780831221222,0.405267809835604,0.009937955681453947,0.27155602283394625,-0.0008874590805422194,0.07548899818622,0.1664131940634525,0.37481006620981416,0.6812307291450028,0.5235987755982988
6,44,5,0.7426661577258639,0.18715182669950978,0.2782212619642328,0.11059595801898849,0.42631881178765507,0.003083231391117171,0.0921049972486032,0.16168695992883658,0.3246505226393339,0.8226209176631052,0.5235987755982988
6,44,6,0.3879058425564732,0.1005173386995138,0.6120941574435267,0.010264710680981996,0.1949944628148765,-0.017425768561189058,0.06871094505587373,0.17728561165408072,0.210441477917378,0.8771929040811615,0.5235987755982989
6,45,1,0.7262084932884564,0.20348580701196,0.2811993885392124,0.12631863804418136,0.2979778423425537,-0.0241754417856595,0.11325688499833099,0.1674089994145137,0.25585700593823635,0.7672691741398676,0.5235987755982988
6,45,2,0.5711532661714704,0.15178868088410713,0.42884673382852956,-0.05404641554987453,0.2830149177114642,-0.008908316044025323,0.059855770949200186,0.11927759537609099,0.4159015495353078,0.6798858233154503,0.5235987755982988
6,45,3,0.8079382014742688,0.15241437332373625,0.21375494737663572,0.09009577319887645,0.21209834660112192,-4.3955322064664903e-05,0.05957459374144236,0.13102252340358164,0.3126615509705797,0.7503317242636713,0.5235987755982988
6,45,4,0.5166969631685748,0.13434317109300817,0.4833030368314252,0.030339853645299092,0.2688572856869998,0.014220434502625653,0.04455359760492258,0.12498731373999382,0.3826673663002227,0.6694888898830291,0.5235987755982988
6,45,5,0.6878146118447329,0.22524813386105008,0.33184335049624114,-0.07010206570988974,0.23904098792650463,0.00873222488373124,0.09403805157741152,0.17308189045100414,0.3344486488119198,0.8301559020400004,0.5235987755982988
6,45,6,0.4645538780391498,0.09499604630592279,0.5354461219608503,0.06155538999997123,0.25481575459382905,-0.012864220537977132,0.051188947941190645,0.18048412567572986,0.3349079689304437,0.8120991597440801,0.5235987755982988
6,46,1,0.8599931518928017,0.46480691375932365,0.411369947120092,0.09802275942402923,0.2716399393588607,-0.02401839232096452,0.1115569202697458,0.21529938203709478,0.21877428481205463,0.9153032378816717,0.5235987755982988
6,46,2,0.6292947599970221,0.26267596312633895,0.3766389201816966,-0.0056418348918471145,0.2580963643942728,0.00997442519194059,0.04286435991556035,0.10256045152574758,0.3961962629839282,0.6742650610613863,0.5235987755982988
6,46,3,0.9358232967939587,0.3559434492809116,0.2882644885762151,-0.00854326398696933,0.1860797214534251,0.00381879643855011,0.07951167131513266,0.16760067082389746,0.2634441768367628,0.7651496904772097,0.5235987755982988
6,46,4,0.5521932421032472,0.26933428170486584,0.44780675789675284,0.06450673074834144,0.1999284925524433,0.01588517503689229,0.06272229837212728,0.16804916313231696,0.3508449956911801,0.7188043702239879,0.5235987755982988
6,46,5,0.7217239554064251,0.20955544050277608,0.30342076133697177,0.15609970283958172,0.31212722277897503,0.007777871543962786,0.09650985621731373,0.22655647901078238,0.21969548968391206,0.9432446806844279,0.5235987755982988
6,46,6,0.40478520844283294,0.0911834304746462,0.5952147915571672,-0.05956760589872586,0.20105349993533447,-0.009696317959000375,0.13148785215810896,0.24193009224697196,0.1869022492217569,0.8528495220683201,0.5235987755982988
