region,date,year,month,precip_mm,pet_mm,water_balance,water_balance_1m,water_balance_3m,water_balance_6m,water_balance_9m,water_balance_12m,SPEI_1m,SPEI_3m,SPEI_6m,SPEI_9m,SPEI_12m
Napak,2006-10-01,2006,10,81.06866586,432.8806866,-351.8120208,-351.8120208,-903.7754764,-1581.295037,-2615.277039,-3976.994001,-0.1298756116,0.4264170201,1.207380744,1.274633797,0.2979538302
Napak,2006-11-01,2006,11,105.3652191,399.7305063,-294.3652871,-294.3652871,-1007.98405,-1672.45961,-2458.509082,-3847.599982,0.4231736305,0.02298939261,0.9613046222,1.738245957,0.7411533612
Napak,2006-12-01,2006,12,41.41824163,416.5848549,-375.1666132,-375.1666132,-1021.343921,-1784.493585,-2482.053429,-3756.31312,-0.3547141509,-0.02873131613,0.6588967372,1.668617916,1.053828515
Napak,2007-01-01,2007,1,10.23426417,460.2199879,-449.9857237,-449.9857237,-1119.517624,-2023.2931,-2700.812661,-3734.794663,-1.075010149,-0.4087958619,0.01431675908,1.021678059,1.12753339
Napak,2007-02-01,2007,2,34.32278736,457.0381068,-422.7153194,-422.7153194,-1247.867656,-2255.851706,-2920.327267,-3706.376738,-0.8124734393,-0.9056834728,-0.6134174315,0.3725043243,1.224870279
Napak,2007-03-01,2007,3,26.57267617,475.5928284,-449.0201522,-449.0201522,-1321.721195,-2343.065116,-3106.21478,-3803.774624,-1.065714432,-1.191596206,-0.8488283703,-0.1772235205,0.8912636859
Napak,2007-04-01,2007,4,116.6092045,462.1986624,-345.5894579,-345.5894579,-1217.32493,-2336.842554,-3240.61803,-3918.137591,-0.069969966,-0.7874419556,-0.8320321075,-0.574696206,0.4995484144
Napak,2007-05-01,2007,5,108.9292382,429.3874098,-320.4581716,-320.4581716,-1115.067782,-2362.935438,-3370.919488,-4035.395049,0.1719731002,-0.3915689745,-0.9024633678,-0.9600386011,0.09791895007
Napak,2007-06-01,2007,6,149.721657,352.640014,-202.918357,-202.918357,-868.9659865,-2190.687182,-3212.031103,-3975.180766,1.303548409,0.5611766612,-0.4375219846,-0.490155671,0.3041645089
Napak,2007-07-01,2007,7,206.6426995,358.3896159,-151.7469165,-151.7469165,-675.123445,-1892.448375,-3011.965999,-3915.741475,1.796184363,1.311608551,0.3674995964,0.1014997704,0.5077555741
Napak,2007-08-01,2007,8,218.5419458,364.5541443,-146.0121985,-146.0121985,-500.6774719,-1615.745254,-2863.61291,-3871.59696,1.851393445,1.98694958,1.114390941,0.5402265162,0.6589590747
Napak,2007-09-01,2007,9,201.7959288,366.2016637,-164.405735,-164.405735,-462.1648499,-1331.130836,-2652.852032,-3674.195953,1.674315816,2.136045333,1.882636866,1.163512726,1.33509569
Napak,2007-10-01,2007,10,22.92850455,403.9968583,-381.0683538,-381.0683538,-691.4862872,-1366.609732,-2583.934662,-3703.452286,-0.4115311868,1.248262299,1.786870399,1.367323066,1.234887093
Napak,2007-11-01,2007,11,11.62590534,437.7519809,-426.1260755,-426.1260755,-971.6001642,-1472.277636,-2587.345418,-3835.213074,-0.8453093549,0.1638440661,1.501646139,1.357236387,0.783580917
Napak,2007-12-01,2007,12,6.580980257,457.1621084,-450.5811282,-450.5811282,-1257.775557,-1719.940407,-2588.906394,-3910.627589,-1.080742207,-0.9440404038,0.8331420047,1.35262009,0.525271622
Napak,2008-01-01,2008,1,6.754075218,461.4712965,-454.7172213,-454.7172213,-1331.424425,-2022.910712,-2698.034157,-3915.359087,-1.120561062,-1.229160783,0.01534892111,1.029894969,0.5090653277
Napak,2008-02-01,2008,2,4.687058051,472.6883314,-468.0012734,-468.0012734,-1373.299623,-2344.899787,-2845.577259,-3960.645041,-1.248448837,-1.391274237,-0.8537806081,0.5935636088,0.3539521794
Napak,2008-03-01,2008,3,102.2409702,469.5885432,-367.3475729,-367.3475729,-1290.066068,-2547.841625,-3010.006475,-3878.972461,-0.2794389516,-1.069048198,-1.401571691,0.1072946982,0.6336965548
Napak,2008-04-01,2008,4,90.03686556,429.8413967,-339.8045312,-339.8045312,-1175.153377,-2506.577802,-3198.06409,-3873.187535,-0.01427751568,-0.6241812115,-1.290190252,-0.4488508197,0.6535110475
Napak,2008-05-01,2008,5,39.83762398,425.2944589,-385.4568349,-385.4568349,-1092.608939,-2465.908562,-3437.508726,-3938.186198,-0.4537798236,-0.304622984,-1.180413738,-1.156963924,0.430878058
Napak,2008-06-01,2008,6,120.9972775,391.9693148,-270.9720373,-270.9720373,-996.2334034,-2286.299471,-3544.075029,-4006.239878,0.6483843306,0.06848023068,-0.6956036104,-1.472113999,0.1977810448
Napak,2008-07-01,2008,7,195.1779251,390.1679103,-194.9899853,-194.9899853,-851.4188575,-2026.572235,-3357.99666,-4049.482947,1.379876161,0.6291076997,0.005465550053,-0.9218217349,0.04966517316
Napak,2008-08-01,2008,8,110.2592882,384.1636264,-273.9043382,-273.9043382,-739.8663608,-1832.4753,-3205.774923,-4177.375087,0.620154583,1.060966209,0.529382015,-0.4716541782,-0.3883901332
Napak,2008-09-01,2008,9,96.20525945,419.1307311,-322.9254716,-322.9254716,-791.8197951,-1788.053199,-3078.119266,-4335.894824,0.1482199926,0.8598363969,0.6492884435,-0.09413624927,-0.931350881
Napak,2008-10-01,2008,10,181.6636114,390.4529964,-208.789385,-208.789385,-805.6191949,-1657.038052,-2832.19143,-4163.615855,1.247027048,0.8064141216,1.002931288,0.6331497163,-0.341262103
Napak,2008-11-01,2008,11,101.551823,445.3104141,-343.7585911,-343.7585911,-875.4734477,-1615.339809,-2707.948748,-4081.24837,-0.05234390702,0.5359840156,1.11548534,1.000574407,-0.05913754313
Napak,2008-12-01,2008,12,0.3667098584,458.9826327,-458.6159228,-458.6159228,-1011.163899,-1802.983694,-2799.217097,-4089.283165,-1.158094509,0.01067909018,0.6089872794,0.7306651888,-0.08665826833
Napak,2009-01-01,2009,1,14.12493712,468.1543638,-454.0294266,-454.0294266,-1256.403941,-2062.023135,-2913.441993,-4088.59537,-1.113939549,-0.9387303977,-0.09022535013,0.3928662448,-0.08430243851
Napak,2009-02-01,2009,2,1.390699274,480.5660817,-479.1753824,-479.1753824,-1391.820732,-2267.29418,-3007.16054,-4099.769479,-1.35602384,-1.462975891,-0.6443035469,0.115711022,-0.1225759225
Napak,2009-03-01,2009,3,5.713301586,486.5908699,-480.8775683,-480.8775683,-1414.082377,-2425.246276,-3217.066071,-4213.299475,-1.372411066,-1.549158462,-1.070655998,-0.5050456564,-0.5114381075
Napak,2009-04-01,2009,4,96.31255172,418.2223261,-321.9097744,-321.9097744,-1281.962725,-2538.366666,-3343.985861,-4195.404718,0.1579982785,-1.037677341,-1.375996392,-0.8803873939,-0.4501451057
Napak,2009-05-01,2009,5,171.6512841,427.9388392,-256.2875551,-256.2875551,-1059.074898,-2450.89563,-3326.369077,-4066.235438,0.7897542785,-0.1748010485,-1.139890057,-0.8282890252,-0.007715347645
Napak,2009-06-01,2009,6,43.06490312,426.6296688,-383.5647657,-383.5647657,-961.7620953,-2375.844473,-3387.008372,-4178.828167,-0.4355645591,0.2019306525,-0.9373081002,-1.007618491,-0.3933672121
Napak,2009-07-01,2009,7,65.61937126,420.8769809,-355.2576096,-355.2576096,-995.1099305,-2277.072656,-3533.476596,-4339.095791,-0.1630468679,0.07282958502,-0.670698114,-1.440771101,-0.9423148132
Napak,2009-08-01,2009,8,41.19988512,439.5206018,-398.3207167,-398.3207167,-1137.143092,-2196.21799,-3588.038722,-4463.51217,-0.5776225489,-0.477030178,-0.4524510273,-1.602128468,-1.368464965
Napak,2009-09-01,2009,9,28.97422702,443.3960621,-414.4218351,-414.4218351,-1168.000161,-2129.762257,-3543.844634,-4555.008533,-0.7326306892,-0.5964886247,-0.2730702824,-1.47143265,-1.681857701
Napak,2009-10-01,2009,10,86.07668779,446.6086173,-360.5319295,-360.5319295,-1173.274481,-2168.384412,-3450.347137,-4706.751077,-0.2138236211,-0.6169073512,-0.3773211969,-1.194931143,-2.201605255
Napak,2009-11-01,2009,11,8.556236926,447.3322927,-438.7760558,-438.7760558,-1213.72982,-2350.872912,-3409.94781,-4801.768542,-0.9670928152,-0.773524038,-0.8699035763,-1.075457627,-2.527058443
Napak,2009-12-01,2009,12,91.42352826,438.84877,-347.4252417,-347.4252417,-1146.733227,-2314.733388,-3276.495484,-4690.577861,-0.08764336153,-0.5141569257,-0.772353908,-0.6807971216,-2.146208862
Napak,2010-01-01,2010,1,13.19300451,472.9583563,-459.7653518,-459.7653518,-1245.966649,-2419.241131,-3414.351061,-4696.313786,-1.169160252,-0.8983240135,-1.054446599,-1.088479425,-2.165855515
Napak,2010-02-01,2010,2,89.95450876,475.004291,-385.0497823,-385.0497823,-1192.240376,-2405.970196,-3543.113288,-4602.188186,-0.4498610601,-0.6903309244,-1.018625008,-1.469269831,-1.843457135
Napak,2010-03-01,2010,3,95.12832965,434.9596003,-339.8312706,-339.8312706,-1184.646405,-2331.379632,-3499.379793,-4461.141888,-0.01453494082,-0.6609320213,-0.8172863068,-1.33993613,-1.360346294
Napak,2010-04-01,2010,4,148.4365637,432.1639924,-283.7274287,-283.7274287,-1008.608482,-2254.575131,-3427.849612,-4422.959543,0.5255860598,0.0205719993,-0.6099716343,-1.128398886,-1.229564378
Napak,2010-05-01,2010,5,191.7854008,359.4909348,-167.7055341,-167.7055341,-791.2642334,-1983.504609,-3197.23443,-4334.377522,1.642548102,0.8619871696,0.1217159083,-0.4463972539,-0.9261538285
Napak,2010-06-01,2010,6,133.7355001,373.753264,-240.0177639,-240.0177639,-691.4507267,-1876.097131,-3022.830358,-4190.83052,0.9463862597,1.248399966,0.4116357158,0.06937044124,-0.4344775926
Napak,2010-07-01,2010,7,143.2773388,365.4833305,-222.2059917,-222.2059917,-629.9292897,-1638.537771,-2884.504421,-4057.778902,1.117863148,1.486570844,1.052868201,0.4784437481,0.02124992418
Napak,2010-08-01,2010,8,139.6639166,380.303237,-240.6393205,-240.6393205,-702.8630761,-1494.127309,-2686.367685,-3900.097506,0.9404024316,1.204218793,1.442668373,1.064396396,0.5613391937
Napak,2010-09-01,2010,9,88.05967514,398.4112989,-310.3516237,-310.3516237,-773.1969359,-1464.647663,-2649.294067,-3796.027294,0.2692705143,0.9319319615,1.522241357,1.174034745,0.9177997897
Napak,2010-10-01,2010,10,71.03638523,434.2629057,-363.2265205,-363.2265205,-914.2174647,-1544.146754,-2552.755236,-3798.721885,-0.2397648957,0.385992452,1.307653306,1.459530435,0.9085702946
Napak,2010-11-01,2010,11,4.303779716,438.3747604,-434.0709807,-434.0709807,-1107.649125,-1810.512201,-2601.776434,-3794.01681,-0.9217962761,-0.3628487741,0.5886659448,1.314559332,0.9246860865
Napak,2010-12-01,2010,12,13.6979931,462.5444372,-448.8464441,-448.8464441,-1246.143945,-2019.340881,-2710.791608,-3895.438013,-1.064042115,-0.8990103879,0.0249847934,0.9921671746,0.5772988588
Napak,2011-01-01,2011,1,1.325207052,471.725658,-470.400451,-470.400451,-1353.317876,-2267.53534,-2897.46463,-3906.073112,-1.271546118,-1.313917944,-0.6449545006,0.4401163321,0.5408715878
Napak,2011-02-01,2011,2,6.653277727,502.5386808,-495.885403,-495.885403,-1415.132298,-2522.781423,-3225.644499,-4016.908732,-1.516893983,-1.55322307,-1.3339279,-0.5304147653,0.1612381568
Napak,2011-03-01,2011,3,54.42941875,480.463304,-426.0338853,-426.0338853,-1392.319739,-2638.463685,-3411.66062,-4103.111347,-0.8444218239,-1.464907722,-1.646183431,-1.080522945,-0.1340224656
Napak,2011-04-01,2011,4,69.92919284,463.9693828,-394.04019,-394.04019,-1315.959478,-2669.277354,-3583.494819,-4213.424108,-0.5364132074,-1.169290596,-1.729357278,-1.588690718,-0.5118650016
Napak,2011-05-01,2011,5,145.6450688,407.3166264,-261.6715576,-261.6715576,-1081.745633,-2496.877931,-3604.527056,-4307.390132,0.7379215932,-0.2625673476,-1.264007857,-1.650889658,-0.8337168003
Napak,2011-06-01,2011,6,172.2340346,383.8922295,-211.6581949,-211.6581949,-867.3699424,-2259.689682,-3505.833627,-4279.030563,1.219408539,0.5673555028,-0.6237770936,-1.359022147,-0.7365797932
Napak,2011-07-01,2011,7,161.9186687,364.5687312,-202.6500625,-202.6500625,-675.979815,-1991.939293,-3345.257169,-4259.474634,1.306131325,1.308293246,0.09894857388,-0.8841470528,-0.6695969545
Napak,2011-08-01,2011,8,167.4449339,358.1916431,-190.7467092,-190.7467092,-605.0549666,-1686.800599,-3101.932897,-4209.582022,1.420726884,1.582867999,0.9225946849,-0.1645606473,-0.4987051142
Napak,2011-09-01,2011,9,145.5259184,396.3137567,-250.7878383,-250.7878383,-644.18461,-1511.554552,-2903.874292,-4150.018237,0.8427009653,1.431383541,1.395627859,0.4211609468,-0.2946876327
Napak,2011-10-01,2011,10,87.45594928,406.3446916,-318.8887423,-318.8887423,-760.4232898,-1436.403105,-2752.362583,-4105.680459,0.187082256,0.9813831876,1.598480526,0.8692287254,-0.1428221697
Napak,2011-11-01,2011,11,168.1511866,385.971546,-217.8203594,-217.8203594,-787.4969401,-1392.551907,-2474.297539,-3889.429838,1.160084358,0.8765716721,1.716845943,1.691554521,0.5978780199
Napak,2011-12-01,2011,12,14.42012208,444.5647389,-430.1446169,-430.1446169,-966.8537186,-1611.038329,-2478.408271,-3870.72801,-0.8839965195,0.1822192078,1.127096116,1.679397795,0.6619353941
Napak,2012-01-01,2012,1,0.05881971203,488.4461187,-488.387299,-488.387299,-1136.352275,-1896.775565,-2572.75538,-3888.714858,-1.44470849,-0.4739686513,0.3558194202,1.400383718,0.6003269619
Napak,2012-02-01,2012,2,12.16231535,493.4372057,-481.2748903,-481.2748903,-1399.806806,-2187.303746,-2792.358713,-3874.104346,-1.376236151,-1.493892761,-0.4283892408,0.7509475892,0.6503707928
Napak,2012-03-01,2012,3,6.903050715,501.2771625,-494.3741118,-494.3741118,-1464.036301,-2430.89002,-3075.07463,-3942.444572,-1.502344531,-1.742547473,-1.085889882,-0.08513230173,0.4162923035
Napak,2012-04-01,2012,4,156.1882386,450.2311746,-294.0429361,-294.0429361,-1269.691938,-2406.044213,-3166.467503,-3842.447318,0.4262769579,-0.9901728576,-1.018824799,-0.3554097754,0.7588022324
Napak,2012-05-01,2012,5,155.312476,371.3710239,-216.0585479,-216.0585479,-1004.475596,-2404.282402,-3191.779342,-3796.834309,1.17704561,0.03657183774,-1.014069227,-0.430264844,0.9150356097
Napak,2012-06-01,2012,6,218.6305676,378.6216821,-159.9911144,-159.9911144,-670.0925984,-2134.1289,-3100.982618,-3745.167228,1.716816101,1.331084708,-0.2848569501,-0.1617503725,1.09200535
Napak,2012-07-01,2012,7,185.820062,345.8984706,-160.0784086,-160.0784086,-536.128071,-1805.820009,-2942.172284,-3702.595574,1.715975705,1.849707983,0.6013313513,0.3079017361,1.237821496
Napak,2012-08-01,2012,8,176.4076868,358.834884,-182.4271972,-182.4271972,-502.4967203,-1506.972316,-2906.779122,-3694.276062,1.500820207,1.979906637,1.407996468,0.4125704492,1.266317433
Napak,2012-09-01,2012,9,102.5891547,389.8325653,-287.2434105,-287.2434105,-629.7490164,-1299.841615,-2763.877916,-3730.731635,0.4917371189,1.487268744,1.967094347,0.8351742641,1.141450049
Napak,2012-10-01,2012,10,126.8982161,400.8356503,-273.9374343,-273.9374343,-743.6080421,-1279.736113,-2549.428051,-3685.780326,0.6198359617,1.04648086,2.021364156,1.469369967,1.295416971
Napak,2012-11-01,2012,11,61.45009431,402.8982722,-341.4481779,-341.4481779,-902.6290227,-1405.125743,-2409.601339,-3809.408145,-0.03010117577,0.430855341,1.682905995,1.882881536,0.8719677891
Napak,2012-12-01,2012,12,20.30590849,427.7121984,-407.4062899,-407.4062899,-1022.791902,-1652.540919,-2322.633517,-3786.669818,-0.6650908711,-0.03433695403,1.015070184,2.14007274,0.9498509552
Napak,2013-01-01,2013,1,33.21120917,465.7502391,-432.5390299,-432.5390299,-1181.393498,-1925.00154,-2461.129611,-3730.821549,-0.9070479318,-0.6483388875,0.2796304125,1.730496228,1.141142075
Napak,2013-02-01,2013,2,10.38732523,478.9077519,-468.5204267,-468.5204267,-1308.465747,-2211.094769,-2713.59149,-3718.067085,-1.253446812,-1.140279754,-0.4926071981,0.9838870437,1.184828579
Napak,2013-03-01,2013,3,66.3401145,462.6875712,-396.3474567,-396.3474567,-1297.406913,-2320.198815,-2949.947832,-3620.04043,-0.5586256479,-1.097467165,-0.7871064706,0.2849069965,1.520588826
Napak,2013-04-01,2013,4,218.2235088,377.4314445,-159.2079357,-159.2079357,-1024.075819,-2205.469317,-2949.077359,-3485.20543,1.724355893,-0.03930744327,-0.4774226867,0.2874812587,1.982424772
Napak,2013-05-01,2013,5,109.1589775,394.1455962,-284.9866187,-284.9866187,-840.5420112,-2149.007758,-3051.63678,-3554.133501,0.5134636285,0.6712157545,-0.3250187321,-0.0158192094,1.746332802
Napak,2013-06-01,2013,6,110.8388097,382.3921325,-271.5533228,-271.5533228,-715.7478772,-2013.154791,-3035.946693,-3665.695709,0.6427881987,1.154337247,0.04168260837,0.03058131521,1.364210668
Napak,2013-07-01,2013,7,139.2676736,365.2789349,-226.0112613,-226.0112613,-782.5512028,-1806.627022,-2988.02052,-3731.628562,1.081229186,0.895718341,0.5991530206,0.1723140833,1.1383779
Napak,2013-08-01,2013,8,155.058951,367.9465919,-212.8876409,-212.8876409,-710.452225,-1550.994236,-2859.459983,-3762.089005,1.207572458,1.174838558,1.28917023,0.5525080283,1.034044991
Napak,2013-09-01,2013,9,115.1362151,400.0098221,-284.873607,-284.873607,-723.7725092,-1439.520386,-2736.9273,-3759.719202,0.514551611,1.123271105,1.590066198,0.9148757129,1.042162026
Napak,2013-10-01,2013,10,91.2108555,398.9137385,-307.702883,-307.702883,-805.4641309,-1588.015334,-2612.091153,-3793.484651,0.2947703806,0.8070144279,1.189240972,1.284055465,0.9265088357
Napak,2013-11-01,2013,11,62.34206289,413.7404549,-351.398392,-351.398392,-943.9748821,-1654.427107,-2494.969118,-3803.434865,-0.1258935391,0.2707911407,1.009978886,1.630422161,0.8924274285
Napak,2013-12-01,2013,12,25.51095222,436.068697,-410.5577448,-410.5577448,-1069.65902,-1793.431529,-2509.179406,-3806.58632,-0.69543045,-0.2157758655,0.6347709762,1.588397869,0.8816330864
Napak,2014-01-01,2014,1,0.9259612817,476.2141315,-475.2881703,-475.2881703,-1237.244307,-2042.708438,-2825.259641,-3849.33546,-1.318601003,-0.8645567933,-0.03809012199,0.6536491967,0.7352090153
Napak,2014-02-01,2014,2,6.778893032,475.177441,-468.398548,-468.398548,-1354.244463,-2298.219345,-3008.67157,-3849.213581,-1.252273466,-1.317505086,-0.7277783497,0.1112424319,0.7356264734
Napak,2014-03-01,2014,3,92.78646023,488.2055647,-395.4191044,-395.4191044,-1339.105823,-2408.764843,-3132.537352,-3848.285229,-0.5496882459,-1.258898144,-1.026168462,-0.2550676449,0.7388062596
Napak,2014-04-01,2014,4,22.57168148,452.7986318,-430.2269503,-430.2269503,-1294.044603,-2531.28891,-3336.753041,-4119.304244,-0.8847891573,-1.084450491,-1.356891748,-0.8589976708,-0.1894862667
Napak,2014-05-01,2014,5,162.2628558,426.8307479,-264.5678921,-264.5678921,-1090.213947,-2444.45841,-3388.433292,-4098.885517,0.7100381001,-0.2953511362,-1.122514381,-1.011832429,-0.1195481799
Napak,2014-06-01,2014,6,110.5943261,383.5883367,-272.9940106,-272.9940106,-967.788853,-2306.894676,-3376.553696,-4100.326205,0.6289184577,0.1785989774,-0.7511952498,-0.9767007258,-0.1244828143
Napak,2014-07-01,2014,7,109.1861345,380.2902861,-271.1041516,-271.1041516,-808.6660543,-2102.710657,-3339.954964,-4145.419095,0.6471124445,0.7946186691,-0.2000512084,-0.8684667652,-0.2789346822
Napak,2014-08-01,2014,8,153.6907149,374.5547578,-220.8640429,-220.8640429,-764.9622051,-1855.176152,-3209.420615,-4153.395497,1.130782312,0.9638114681,0.4681067034,-0.4824356369,-0.3062554013
Napak,2014-09-01,2014,9,75.67419206,411.7255158,-336.0513237,-336.0513237,-828.0195182,-1795.808371,-3134.914194,-4204.573214,0.02185523529,0.7196946797,0.6283552811,-0.2620967148,-0.4815489762
Napak,2014-10-01,2014,10,162.5552131,402.9379341,-240.382721,-240.382721,-797.2980876,-1605.964142,-2900.008745,-4137.253052,0.9428727572,0.8386280214,1.140792623,0.4325925852,-0.250964405
Napak,2014-11-01,2014,11,70.6151316,407.2031682,-336.5880366,-336.5880366,-913.0220814,-1677.984287,-2768.198233,-4122.442696,0.01668821103,0.3906201965,0.9463921316,0.8223977267,-0.2002360743
Napak,2014-12-01,2014,12,12.08216573,457.3157107,-445.233545,-445.233545,-1022.204303,-1850.223821,-2818.012674,-4157.118497,-1.029260136,-0.03206215203,0.481474291,0.6750807575,-0.3190073945
Napak,2015-01-01,2015,1,0.1197708323,493.4251326,-493.3053617,-493.3053617,-1275.126943,-2072.425031,-2881.091085,-4175.135688,-1.492055497,-1.011213653,-0.1183026835,0.4885380544,-0.3807197589
Napak,2015-02-01,2015,2,6.526632788,479.5556634,-473.0290306,-473.0290306,-1411.567937,-2324.590019,-3089.552224,-4179.766171,-1.296851891,-1.53942419,-0.7989594329,-0.1279471012,-0.3965800571
Napak,2015-03-01,2015,3,39.56206264,491.9559178,-452.3938552,-452.3938552,-1418.728248,-2440.93255,-3268.952068,-4236.740921,-1.098193631,-1.567144241,-1.112997198,-0.6584888696,-0.5917295945
Napak,2015-04-01,2015,4,231.4121542,382.3066599,-150.8945056,-150.8945056,-1076.317391,-2351.444335,-3148.742422,-3957.408477,1.804390664,-0.2415527376,-0.8714459888,-0.302991136,0.3650380372
Napak,2015-05-01,2015,5,140.331257,387.0492663,-246.7180093,-246.7180093,-850.0063701,-2261.574307,-3174.596389,-3939.558594,0.8818818849,0.6345759297,-0.6288641727,-0.3794494467,0.4261773369
Napak,2015-06-01,2015,6,243.0085801,348.8173305,-105.8087504,-105.8087504,-503.4212654,-1922.149513,-2944.353816,-3772.373334,2.238438715,1.976327401,0.2873287508,0.3014502625,0.9988191781
Napak,2015-07-01,2015,7,118.1046441,399.157351,-281.0527069,-281.0527069,-633.5794667,-1709.896858,-2985.023801,-3782.321889,0.5513360503,1.472439739,0.8602520713,0.1811763218,0.9647434525
Napak,2015-08-01,2015,8,20.11297874,425.5133229,-405.4003442,-405.4003442,-792.2618016,-1642.268172,-3053.836109,-3966.85819,-0.6457792983,0.8581252362,1.042798912,-0.02232331562,0.3326709407
Napak,2015-09-01,2015,9,18.99653049,465.4113627,-446.4148322,-446.4148322,-1132.867883,-1636.289149,-3055.017396,-4077.221699,-1.040632584,-0.4604793583,1.058937799,-0.02581675358,-0.04534541452
Napak,2015-10-01,2015,10,98.43207405,445.2682356,-346.8361616,-346.8361616,-1198.651338,-1832.230805,-2908.548196,-4183.675139,-0.08197218914,-0.7151499886,0.5300419689,0.4073387413,-0.4099690311
Napak,2015-11-01,2015,11,141.087942,372.2295232,-231.1415811,-231.1415811,-1024.392575,-1816.654376,-2666.660747,-4078.228684,1.031838745,-0.04053371509,0.5720866678,1.122676012,-0.048794533
Napak,2015-12-01,2015,12,24.84847077,448.9127879,-424.0643172,-424.0643172,-1002.04206,-2134.909943,-2638.331209,-4057.059456,-0.8254604649,0.04599290144,-0.2869651835,1.206455367,0.02371416524
Napak,2016-01-01,2016,1,6.825096077,454.7544906,-447.9293945,-447.9293945,-1103.135293,-2301.786631,-2935.366097,-4011.683489,-1.055213527,-0.3453741602,-0.7374073513,0.3280297717,0.1791356264
Napak,2016-02-01,2016,2,1.111863236,497.2514674,-496.1396041,-496.1396041,-1368.133316,-2392.525891,-3184.787692,-4034.794062,-1.519341219,-1.371273665,-0.982335445,-0.4095883367,0.09997744359
Napak,2016-03-01,2016,3,10.8797597,494.8375342,-483.9577745,-483.9577745,-1428.026773,-2430.068833,-3562.936716,-4066.357982,-1.402064723,-1.603142068,-1.083673292,-1.527893943,-0.008135082904
Napak,2016-04-01,2016,4,164.7570399,429.8706733,-265.1136335,-265.1136335,-1245.211012,-2348.346305,-3546.997643,-4180.57711,0.7047841571,-0.8953986791,-0.8630836268,-1.480757089,-0.3993576799
Napak,2016-05-01,2016,5,147.3995335,389.4898587,-242.0903251,-242.0903251,-991.1617331,-2359.295049,-3383.687624,-4175.949425,0.9264333689,0.08811443027,-0.8926370416,-0.9977979957,-0.3835069668
Napak,2016-06-01,2016,6,120.3625445,407.6258696,-287.2633251,-287.2633251,-794.4672837,-2222.494057,-3224.536117,-4357.404,0.4915453982,0.849587048,-0.5233767433,-0.52713693,-1.005023969
Napak,2016-07-01,2016,7,125.8678333,371.1966629,-245.3288296,-245.3288296,-774.6824799,-2019.893492,-3123.028785,-4321.680123,0.8952557483,0.9261809041,0.02349315782,-0.2269478216,-0.8826627821
Napak,2016-08-01,2016,8,84.22089102,398.6804059,-314.4595149,-314.4595149,-847.0516696,-1838.213403,-3206.346719,-4230.739293,0.2297231638,0.6460146028,0.5138934315,-0.4733451584,-0.5711728585
Napak,2016-09-01,2016,9,43.33278288,422.2565986,-378.9238158,-378.9238158,-938.7121603,-1733.179444,-3161.206217,-4163.248277,-0.3908853634,0.2911649668,0.7974065138,-0.3398504974,-0.3400030778
Napak,2016-10-01,2016,10,24.8307784,456.4935946,-431.6628162,-431.6628162,-1125.046147,-1899.728627,-3144.939639,-4248.074932,-0.8986124769,-0.4301986963,0.3478483639,-0.291745109,-0.6305507712
Napak,2016-11-01,2016,11,33.24371356,430.6101331,-397.3664195,-397.3664195,-1207.953052,-2055.004721,-3046.166454,-4414.29977,-0.5684353716,-0.7511601565,-0.07128088413,0.000358265881,-1.199902982
Napak,2016-12-01,2016,12,0.6378705906,457.6255916,-456.987721,-456.987721,-1286.016957,-2224.729117,-3019.196401,-4447.223174,-1.14241954,-1.053372682,-0.5294097333,0.08011719718,-1.312672006
Napak,2017-01-01,2017,1,6.832685381,485.9246182,-479.0919328,-479.0919328,-1333.446073,-2458.49222,-3233.1747,-4478.385712,-1.355220456,-1.236987286,-1.160395166,-0.5526839382,-1.419409725
Napak,2017-02-01,2017,2,7.525258678,470.8544869,-463.3292282,-463.3292282,-1399.408882,-2607.361934,-3454.413603,-4445.575336,-1.203470283,-1.492352259,-1.56223198,-1.206956963,-1.307027843
Napak,2017-03-01,2017,3,36.77904525,493.416682,-456.6376368,-456.6376368,-1399.058798,-2685.075755,-3623.787915,-4418.255199,-1.139049221,-1.490996961,-1.772001136,-1.707850077,-1.213451089
Napak,2017-04-01,2017,4,64.75321202,476.9858862,-412.2326742,-412.2326742,-1332.199539,-2665.645612,-3790.691759,-4565.374239,-0.7115552734,-1.232161519,-1.719554294,-2.201437243,-1.717362249
Napak,2017-05-01,2017,5,135.6946237,394.062399,-258.3677753,-258.3677753,-1127.238086,-2526.646968,-3734.60002,-4581.651689,0.7697276538,-0.4386844558,-1.34436198,-2.035556326,-1.773115663
Napak,2017-06-01,2017,6,57.15952975,413.1212671,-355.9617373,-355.9617373,-1026.562187,-2425.620985,-3711.637941,-4650.350102,-0.169825622,-0.04893303716,-1.07166743,-1.967650237,-2.008421008
Napak,2017-07-01,2017,7,206.1526932,364.9631347,-158.8104414,-158.8104414,-773.1399541,-2105.339493,-3438.785567,-4563.831713,1.728182636,0.9321525579,-0.2071470988,-1.160739943,-1.7120788
Napak,2017-08-01,2017,8,139.1656202,376.6440393,-237.4784191,-237.4784191,-752.2505978,-1879.488684,-3278.897566,-4486.850618,0.9708329543,1.013022521,0.4024810618,-0.6879008345,-1.448403662
Napak,2017-09-01,2017,9,138.3742997,401.6665545,-263.2922548,-263.2922548,-659.5811153,-1686.143302,-3085.2021,-4371.219057,0.7223188714,1.371778315,0.9243688955,-0.1150824165,-1.052343209
