region,date,year,month,precip_mm,pet_mm,water_balance,water_balance_1m,water_balance_3m,water_balance_6m,water_balance_9m,water_balance_12m,SPEI_1m,SPEI_3m,SPEI_6m,SPEI_9m,SPEI_12m
Napak,1995-11-01,1995,11,38.94118827,423.8711112,-384.929923,-384.929923,-1138.808096,-1956.46499,-3005.680467,-4400.497577,-0.4487071547,-0.4834759859,0.1947026434,0.120088066,-1.152627803
Napak,1995-12-01,1995,12,30.87965916,452.4194692,-421.53981,-421.53981,-1171.980191,-2071.085019,-3019.675317,-4368.943245,-0.8011566152,-0.6118967043,-0.1146856552,0.07870089158,-1.044548114
Napak,1996-01-01,1996,1,14.19407389,462.8435803,-448.6495064,-448.6495064,-1255.119239,-2335.571772,-3144.421226,-4337.46316,-1.062146163,-0.9337568725,-0.8286019488,-0.2902119997,-0.9367227357
Napak,1996-02-01,1996,2,15.795243,471.3996192,-455.6043762,-455.6043762,-1325.793693,-2464.601788,-3282.258683,-4331.474159,-1.129101849,-1.207362259,-1.176886427,-0.6978407137,-0.9162092501
Napak,1996-03-01,1996,3,82.27087755,496.8629309,-414.5920533,-414.5920533,-1318.845936,-2490.826127,-3389.930955,-4338.521253,-0.734269408,-1.180465077,-1.247672516,-1.016261491,-0.9403469084
Napak,1996-04-01,1996,4,108.4538015,425.3679011,-316.9140996,-316.9140996,-1187.110529,-2442.229768,-3522.682301,-4331.531755,0.2060924697,-0.6704715036,-1.116498717,-1.408848976,-0.9164065282
Napak,1996-05-01,1996,5,151.817034,397.277293,-245.4602589,-245.4602589,-976.9664118,-2302.760104,-3441.5682,-4259.225095,0.8939904565,0.1430694556,-0.7400350015,-1.168969065,-0.6687422349
Napak,1996-06-01,1996,6,144.5288607,351.8266775,-207.2978169,-207.2978169,-769.6721754,-2088.518111,-3260.498303,-4159.603131,1.261386622,0.9455775351,-0.1617419563,-0.6334884249,-0.3275177469
Napak,1996-07-01,1996,7,162.5919779,363.2282401,-200.6362622,-200.6362622,-653.394338,-1840.504867,-3095.624106,-4176.076639,1.325518515,1.395729481,0.5077081927,-0.1459035679,-0.3839426989
Napak,1996-08-01,1996,8,151.254027,371.7263972,-220.4723702,-220.4723702,-628.4064492,-1605.372861,-2931.166554,-4069.974649,1.13455301,1.492466289,1.142388639,0.3404491439,-0.02052286833
Napak,1996-09-01,1996,9,127.2269207,387.9596459,-260.7327252,-260.7327252,-681.8413576,-1451.513533,-2770.359469,-3942.33966,0.7469598881,1.285601176,1.557693678,0.8160062735,0.4166516476
Napak,1996-10-01,1996,10,12.60552709,433.0704789,-420.4649518,-420.4649518,-901.6700472,-1555.064385,-2742.174914,-3997.294154,-0.7908087772,0.4345678686,1.278183873,0.8993568664,0.2284218818
Napak,1996-11-01,1996,11,21.6161945,441.0989213,-419.4827268,-419.4827268,-1100.680404,-1729.086853,-2706.053265,-4031.846957,-0.7813527334,-0.3358704313,0.8084534465,1.006179945,0.1100718481
Napak,1996-12-01,1996,12,1.40175137,460.7861082,-459.3843569,-459.3843569,-1299.332035,-1981.173393,-2750.845568,-4069.691504,-1.165492351,-1.104919982,0.1280084472,0.8737150148,-0.01955304215
Napak,1997-01-01,1997,1,6.975017221,479.9521564,-472.9771392,-472.9771392,-1351.844223,-2253.51427,-2906.908608,-4094.019137,-1.296352323,-1.308212921,-0.6071081038,0.4121875189,-0.1028798881
Napak,1997-02-01,1997,2,0.1615616196,497.9248046,-497.763243,-497.763243,-1430.124739,-2530.805143,-3159.211592,-4136.178004,-1.53497226,-1.611264023,-1.355585939,-0.3339517637,-0.2472821584
Napak,1997-03-01,1997,3,47.70739087,497.4723004,-449.7649095,-449.7649095,-1420.505292,-2719.837327,-3401.678685,-4171.35086,-1.072884334,-1.574023797,-1.865831367,-1.051003222,-0.3677559915
Napak,1997-04-01,1997,4,244.5874856,387.3419381,-142.7544526,-142.7544526,-1090.282605,-2442.126828,-3343.796875,-3997.191213,1.882756306,-0.2956169362,-1.116220854,-0.8798285045,0.2287744731
Napak,1997-05-01,1997,5,65.69298392,399.7213105,-334.0283266,-334.0283266,-926.5476886,-2356.672428,-3457.352831,-4085.759281,0.04133096479,0.3382578671,-0.885557927,-1.215649185,-0.07458828314
Napak,1997-06-01,1997,6,94.46562391,412.8668037,-318.4011798,-318.4011798,-795.183959,-2215.689251,-3515.021286,-4196.862644,0.191776101,0.8468125487,-0.5050088593,-1.386192944,-0.455138783
Napak,1997-07-01,1997,7,140.8691956,382.6213028,-241.7521072,-241.7521072,-894.1816136,-1984.464219,-3336.308441,-4237.978489,0.9296894491,0.4635581994,0.1191256809,-0.8576828509,-0.5959685018
Napak,1997-08-01,1997,8,55.8299455,414.7478402,-358.9178947,-358.9178947,-919.0711818,-1845.61887,-3275.743609,-4376.424013,-0.1982850401,0.3672020253,0.4939042109,-0.6785735927,-1.070171192
Napak,1997-09-01,1997,9,2.766244306,473.1666792,-470.4004349,-470.4004349,-1071.070437,-1866.254396,-3286.759687,-4586.091723,-1.271545963,-0.2212399515,0.4382037358,-0.7111516003,-1.788323636
Napak,1997-10-01,1997,10,126.4933587,440.1209201,-313.6275613,-313.6275613,-1142.945891,-2037.127505,-3127.41011,-4479.254332,0.237732519,-0.4994948305,-0.02302577836,-0.2399047772,-1.422384917
Napak,1997-11-01,1997,11,143.186298,387.7616428,-244.5753448,-244.5753448,-1028.603341,-1947.674523,-2874.222211,-4304.34695,0.9025096717,-0.05683505506,0.2184303268,0.5088514749,-0.8232933156
Napak,1997-12-01,1997,12,89.33272619,398.0833629,-308.7506367,-308.7506367,-866.9535428,-1938.02398,-2733.207939,-4153.71323,0.2846834821,0.5689675304,0.2444795709,0.9258750339,-0.3073436991
Napak,1998-01-01,1998,1,63.26888618,438.3402976,-375.0714114,-375.0714114,-928.3973929,-2071.343284,-2965.524897,-4055.807503,-0.3537976269,0.3310970185,-0.1153827758,0.2388407141,0.02800234843
Napak,1998-02-01,1998,2,49.6594154,467.7567759,-418.0973605,-418.0973605,-1101.919409,-2130.52275,-3049.593931,-3976.14162,-0.7680155827,-0.3406670498,-0.2751230442,-0.009777862154,0.3008733992
Napak,1998-03-01,1998,3,9.95890249,481.9007908,-471.9418883,-471.9418883,-1265.11066,-2132.064203,-3203.13464,-3998.318599,-1.286385791,-0.9724371374,-0.2792838148,-0.4638460314,0.2249129589
Napak,1998-04-01,1998,4,75.4748019,462.303932,-386.8291301,-386.8291301,-1276.868379,-2205.265772,-3348.211663,-4242.393276,-0.4669911368,-1.017955355,-0.4768732673,-0.8928844203,-0.6110900032
Napak,1998-05-01,1998,5,176.7396232,426.2926838,-249.5530605,-249.5530605,-1108.324079,-2210.243488,-3238.846829,-4157.91801,0.8545883762,-0.3654617557,-0.4903093744,-0.5694582062,-0.3217458837
Napak,1998-06-01,1998,6,124.7343561,378.8163656,-254.0820095,-254.0820095,-890.4642002,-2155.57486,-3022.528403,-4093.59884,0.810987432,0.4779495996,-0.3427449945,0.07026341781,-0.1014402895
Napak,1998-07-01,1998,7,174.2682914,344.2301904,-169.9618989,-169.9618989,-673.596969,-1950.465348,-2878.862741,-4021.808632,1.620825703,1.317518071,0.2108971875,0.4951279697,0.1444550543
Napak,1998-08-01,1998,8,164.4813249,368.570347,-204.089022,-204.089022,-628.1329305,-1736.457009,-2838.376418,-3866.979759,1.292278223,1.493525175,0.78855954,0.6148587607,0.6747738793
Napak,1998-09-01,1998,9,27.56619529,413.3619962,-385.7958009,-385.7958009,-759.8467219,-1650.310922,-2915.421582,-3782.375125,-0.4570431052,0.9836152826,1.021089505,0.3870119765,0.9645611089
Napak,1998-10-01,1998,10,103.9874379,400.3790712,-296.3916333,-296.3916333,-886.2764563,-1559.873425,-2836.741804,-3765.139197,0.4036656595,0.4941618126,1.265203064,0.619692828,1.023597495
Napak,1998-11-01,1998,11,8.459158639,442.8310606,-434.3719019,-434.3719019,-1116.559336,-1744.692267,-2853.016346,-3954.935754,-0.9246932947,-0.3973433005,0.7663305086,0.5715638902,0.3735075898
Napak,1998-12-01,1998,12,1.881350636,443.6757324,-441.7943818,-441.7943818,-1172.557917,-1932.404639,-2822.868839,-4087.979499,-0.9961507406,-0.6141332816,0.2596475854,0.6607195494,-0.08219296104
Napak,1999-01-01,1999,1,4.630835066,463.7229699,-459.0921349,-459.0921349,-1335.258419,-2221.534875,-2895.131844,-4172.000223,-1.162679081,-1.244003505,-0.5207876698,0.4470151148,-0.3699801843
Napak,1999-02-01,1999,2,0.279913734,489.1111177,-488.8312039,-488.8312039,-1389.717721,-2506.277057,-3134.409987,-4242.734066,-1.448982037,-1.454834402,-1.289378463,-0.2606056172,-0.6122572742
Napak,1999-03-01,1999,3,94.15656022,444.2762662,-350.1197059,-350.1197059,-1298.043045,-2470.600962,-3230.447684,-4120.911884,-0.1135834159,-1.099929851,-1.193079706,-0.5446192929,-0.1949927454
Napak,1999-04-01,1999,4,105.5762795,419.9188679,-314.3425884,-314.3425884,-1153.293498,-2488.551917,-3374.828373,-4048.425342,0.2308488341,-0.5395540172,-1.241533851,-0.971598405,0.05328767487
Napak,1999-05-01,1999,5,94.94255453,399.9909136,-305.0483591,-305.0483591,-969.5106534,-2359.228374,-3475.78771,-4103.920641,0.3203259235,0.1719332891,-0.8924570694,-1.27016692,-0.1367944526
Napak,1999-06-01,1999,6,85.33701945,414.9575019,-329.6204825,-329.6204825,-949.01143,-2247.054475,-3419.612392,-4179.459114,0.08376601168,0.2512929121,-0.5896714909,-1.104038834,-0.3955283277
Napak,1999-07-01,1999,7,127.0736886,368.6515001,-241.5778115,-241.5778115,-876.2466531,-2029.540151,-3364.79857,-4251.075026,0.9313674225,0.5329906689,-0.002545603109,-0.9419371221,-0.6408266751
Napak,1999-08-01,1999,8,126.6943865,371.5305756,-244.8361891,-244.8361891,-816.0344831,-1785.545137,-3175.262857,-4291.822193,0.8999984808,0.7660929188,0.6560583339,-0.3814204031,-0.7803936006
Napak,1999-09-01,1999,9,60.85330516,420.1616226,-359.3083174,-359.3083174,-845.722318,-1794.733748,-3092.776793,-4265.33471,-0.2020437042,0.6511609852,0.6312559595,-0.1374831658,-0.6896688483
Napak,1999-10-01,1999,10,121.8112658,394.238136,-272.4268703,-272.4268703,-876.5713768,-1752.81803,-2906.111528,-4241.369947,0.634378412,0.5317335504,0.7443970293,0.4145447349,-0.6075849014
Napak,1999-11-01,1999,11,12.111764,422.40083,-410.289066,-410.289066,-1042.024254,-1858.058737,-2827.56939,-4217.287111,-0.6928438352,-0.1087920756,0.4603258814,0.6468185411,-0.525096532
Napak,1999-12-01,1999,12,20.37463517,441.8352371,-421.4606019,-421.4606019,-1104.176538,-1949.898856,-2898.910286,-4196.953331,-0.8003940661,-0.3494051835,0.212426291,0.4358410722,-0.4554494046
Napak,2000-01-01,2000,1,1.820731046,485.9722585,-484.1515274,-484.1515274,-1315.901195,-2192.472572,-3068.719225,-4222.012724,-1.403930014,-1.169064962,-0.4423412025,-0.06633737164,-0.5412826692
Napak,2000-02-01,2000,2,6.909034339,503.0913132,-496.1822788,-496.1822788,-1401.794408,-2443.818662,-3259.853145,-4229.363798,-1.519752055,-1.50158746,-1.12078754,-0.6315804912,-0.5664615221
Napak,2000-03-01,2000,3,16.25106856,476.8176604,-460.5665918,-460.5665918,-1440.900398,-2545.076936,-3390.799254,-4339.810684,-1.176873923,-1.652980347,-1.394109101,-1.018829324,-0.944763461
Napak,2000-04-01,2000,4,67.16574777,452.2735538,-385.107806,-385.107806,-1341.856677,-2657.757872,-3534.329249,-4410.575902,-0.4504196645,-1.269547657,-1.698263298,-1.443292663,-1.187148014
Napak,2000-05-01,2000,5,134.804609,409.9141668,-275.1095577,-275.1095577,-1120.783956,-2522.578364,-3564.602618,-4380.637101,0.6085517345,-0.4136982716,-1.333379792,-1.532820537,-1.08460183
Napak,2000-06-01,2000,6,108.8908928,425.2172049,-316.3263121,-316.3263121,-976.5436759,-2417.444074,-3521.620612,-4367.34293,0.2117511973,0.1447060135,-1.049595891,-1.405709227,-1.039066726
Napak,2000-07-01,2000,7,102.0668368,377.7333907,-275.666554,-275.666554,-867.1024238,-2208.9591,-3524.860296,-4401.431673,0.6031894393,0.5683911604,-0.4868424906,-1.415289991,-1.15582726
Napak,2000-08-01,2000,8,163.9624863,362.5641457,-198.6016594,-198.6016594,-790.5945255,-1911.378481,-3313.172889,-4355.197143,1.345105974,0.8645798417,0.3164024758,-0.7892637461,-0.997465057
Napak,2000-09-01,2000,9,58.31675162,426.8842305,-368.5674789,-368.5674789,-842.8356923,-1819.379368,-3260.279766,-4364.456305,-0.2911831892,0.6623361171,0.5647312295,-0.6328421445,-1.029179475
Napak,2000-10-01,2000,10,112.8794654,406.202298,-293.3228326,-293.3228326,-860.4919709,-1727.594395,-3069.451071,-4385.352267,0.433209514,0.5939825224,0.8124819671,-0.06850167097,-1.100752186
Napak,2000-11-01,2000,11,34.02906539,416.6227827,-382.5937173,-382.5937173,-1044.484029,-1835.078554,-2955.86251,-4357.656918,-0.4262161146,-0.1183147201,0.5223551762,0.2674154334,-1.005890262
Napak,2000-12-01,2000,12,13.14532443,453.8741882,-440.7288638,-440.7288638,-1116.645414,-1959.481106,-2936.024782,-4376.92518,-0.9858928217,-0.3976765363,0.1865613882,0.326081835,-1.071887784
Napak,2001-01-01,2001,1,22.44621912,450.8492473,-428.4030281,-428.4030281,-1251.725609,-2112.21758,-2979.320004,-4321.176681,-0.8672299557,-0.92061895,-0.2257127858,0.1980442453,-0.8809383954
Napak,2001-02-01,2001,2,9.483653812,480.7053987,-471.2217448,-471.2217448,-1340.353637,-2384.837666,-3175.432191,-4296.216147,-1.27945285,-1.263728867,-0.9615829906,-0.3819211767,-0.7954437404
Napak,2001-03-01,2001,3,68.47100093,482.0797968,-413.6087958,-413.6087958,-1313.233569,-2429.878982,-3272.714675,-4249.258351,-0.7248034251,-1.158737652,-1.083160838,-0.6696160801,-0.6346042099
Napak,2001-04-01,2001,4,135.7538587,411.7167821,-275.9629234,-275.9629234,-1160.793464,-2412.519073,-3273.011044,-4140.113468,0.6003362419,-0.5685889928,-1.036302075,-0.6704925376,-0.2607618836
Napak,2001-05-01,2001,5,160.0331667,378.4197138,-218.3865471,-218.3865471,-907.9582663,-2248.311903,-3292.795932,-4083.390457,1.154633576,0.4102239859,-0.5930656062,-0.7290026734,-0.06647460475
Napak,2001-06-01,2001,6,131.639685,361.9221192,-230.2824343,-230.2824343,-724.6319047,-2037.865473,-3154.510887,-3997.346579,1.040109895,1.119944087,-0.02501774225,-0.3200503005,0.2282423133
Napak,2001-07-01,2001,7,136.4329259,372.7255013,-236.2925754,-236.2925754,-684.9615567,-1845.755021,-3097.48063,-3957.972601,0.9822492683,1.2735218,0.4935367069,-0.1513938918,0.3631058029
Napak,2001-08-01,2001,8,169.1084353,370.512178,-201.4037427,-201.4037427,-667.9787523,-1575.937019,-2916.290655,-3960.774684,1.318129853,1.339268142,1.221843384,0.3844418541,0.353508126
Napak,2001-09-01,2001,9,63.92164934,407.0767957,-343.1551464,-343.1551464,-780.8514644,-1505.483369,-2818.716938,-3935.362352,-0.04653444467,0.9022986194,1.412015511,0.672998027,0.4405502784
Napak,2001-10-01,2001,10,138.5166532,430.2173449,-291.7006918,-291.7006918,-836.2595809,-1521.221138,-2682.014602,-3933.740211,0.4488261325,0.6877945316,1.369535314,1.077269834,0.4461064242
Napak,2001-11-01,2001,11,88.58907294,388.5970079,-300.007935,-300.007935,-934.8637731,-1602.842525,-2510.800792,-3851.154428,0.3688509232,0.3060634119,1.149218651,1.583602923,0.7289786965
Napak,2001-12-01,2001,12,2.022611342,441.4029773,-439.380366,-439.380366,-1031.088993,-1811.940457,-2536.572362,-3849.805931,-0.9729106097,-0.06645787725,0.5848107221,1.507388284,0.7335975621
Napak,2002-01-01,2002,1,4.705272635,462.0451373,-457.3398647,-457.3398647,-1196.728166,-2032.987747,-2717.949303,-3878.742767,-1.145809686,-0.7077047196,-0.01185152982,0.9709996182,0.634483302
Napak,2002-02-01,2002,2,1.713493318,487.7813098,-486.0678165,-486.0678165,-1382.788047,-2317.65182,-2985.630573,-3893.588839,-1.422378447,-1.428007227,-0.7802314897,0.1793819086,0.5836326361
Napak,2002-03-01,2002,3,82.20294506,440.2950819,-358.0921369,-358.0921369,-1301.499818,-2332.588811,-3113.440275,-3838.07218,-0.1903353321,-1.113312222,-0.8205501854,-0.198591583,0.7737879271
Napak,2002-04-01,2002,4,113.7128559,442.6519839,-328.9391279,-328.9391279,-1173.099081,-2369.827247,-3206.086828,-3891.048384,0.09032552506,-0.6162283167,-0.9210660942,-0.4725765798,0.5923341836
Napak,2002-05-01,2002,5,110.07451,407.9967512,-297.9222412,-297.9222412,-984.953506,-2367.741553,-3302.605326,-3970.584079,0.388930243,0.1121486362,-0.915436282,-0.7580121386,0.3199090529
Napak,2002-06-01,2002,6,62.37945427,418.718481,-356.3390267,-356.3390267,-983.2003959,-2284.700214,-3315.789207,-4096.640671,-0.1734578495,0.1189355353,-0.6912868132,-0.7970010196,-0.1118591491
Napak,2002-07-01,2002,7,23.97989664,424.1155567,-400.1356601,-400.1356601,-1054.396928,-2227.496009,-3424.224175,-4260.483756,-0.5950953104,-0.1566910005,-0.5368782717,-1.117677328,-0.6730533932
Napak,2002-08-01,2002,8,84.70695426,431.1376297,-346.4306754,-346.4306754,-1102.905362,-2087.858868,-3470.646915,-4405.510689,-0.0780685063,-0.3444840189,-0.1599624936,-1.254963973,-1.169798678
Napak,2002-09-01,2002,9,11.72093744,460.3085161,-448.5875786,-448.5875786,-1195.153914,-2178.35431,-3479.854128,-4510.943121,-1.061549975,-0.7016102446,-0.4042324606,-1.282192597,-1.530925144
Napak,2002-10-01,2002,10,57.98685639,435.0314696,-377.0446132,-377.0446132,-1172.062867,-2226.459795,-3399.558877,-4596.287042,-0.372793968,-0.6122167716,-0.5340812691,-1.044734282,-1.823244576
Napak,2002-11-01,2002,11,29.47054824,431.938712,-402.4681637,-402.4681637,-1228.100356,-2331.005718,-3315.959224,-4698.747271,-0.6175507102,-0.829157377,-0.8162770189,-0.7975038136,-2.17419067
Napak,2002-12-01,2002,12,46.11120887,450.2113484,-404.1001395,-404.1001395,-1183.612916,-2378.766831,-3361.967226,-4663.467045,-0.6332620122,-0.6569310289,-0.9451962796,-0.9335639488,-2.053349073
Napak,2003-01-01,2003,1,8.525147811,484.8842858,-476.359138,-476.359138,-1282.927441,-2454.990308,-3509.387236,-4682.486318,-1.328911387,-1.041412093,-1.150942625,-1.369531288,-2.118493762
Napak,2003-02-01,2003,2,1.802658944,493.0704888,-491.2678299,-491.2678299,-1371.727107,-2599.827463,-3702.732825,-4687.686331,-1.472439839,-1.385186482,-1.541894548,-1.941315008,-2.136304813
Napak,2003-03-01,2003,3,45.40602021,495.302162,-449.8961418,-449.8961418,-1417.52311,-2601.136026,-3796.28994,-4779.490336,-1.07414773,-1.562478733,-1.545426689,-2.217992824,-2.45075128
Napak,2003-04-01,2003,4,166.1235158,477.0268767,-310.9033609,-310.9033609,-1252.067333,-2534.994774,-3707.057641,-4761.454569,0.2639588489,-0.92194188,-1.366894807,-1.954104849,-2.38897529
Napak,2003-05-01,2003,5,145.2161654,375.4716144,-230.255449,-230.255449,-991.0549517,-2362.782059,-3590.882415,-4693.787777,1.040369687,0.08852781832,-0.9020493593,-1.610538163,-2.157203444
Napak,2003-06-01,2003,6,208.4093983,370.6314361,-162.2220379,-162.2220379,-703.3808477,-2120.903957,-3304.516874,-4499.670788,1.69533863,1.202214319,-0.2491595037,-0.7636651857,-1.492315225
Napak,2003-07-01,2003,7,229.0696002,345.7449176,-116.6753174,-116.6753174,-509.1528042,-1761.220137,-3044.147578,-4216.210445,2.13382447,1.954138621,0.7217176286,0.006328717857,-0.5214087441
Napak,2003-08-01,2003,8,176.912508,350.7510626,-173.8385546,-173.8385546,-452.7359099,-1443.790862,-2815.517969,-4043.618324,1.583504495,2.172548039,1.578539111,0.6824583847,0.06975264011
Napak,2003-09-01,2003,9,30.37969651,417.5845457,-387.2048492,-387.2048492,-677.7187212,-1381.099569,-2798.622679,-3982.235595,-0.4706082472,1.301561335,1.747758684,0.7324230724,0.2800003567
Napak,2003-10-01,2003,10,9.682553037,445.6355584,-435.9530054,-435.9530054,-996.9964092,-1506.149213,-2758.216546,-4041.143987,-0.9399148402,0.06552636999,1.41021823,0.8519167158,0.0782277235
Napak,2003-11-01,2003,11,28.64041224,422.1408636,-393.5004514,-393.5004514,-1216.658306,-1669.394216,-2660.449168,-4032.176275,-0.5312170548,-0.784861224,0.9695788936,1.141045605,0.1089438721
Napak,2003-12-01,2003,12,20.60059301,472.0932666,-451.4926735,-451.4926735,-1280.94613,-1958.664852,-2662.045699,-4079.568809,-1.089517806,-1.033741749,0.1887646642,1.136324159,-0.05338472017
Napak,2004-01-01,2004,1,33.80204578,457.2246847,-423.422639,-423.422639,-1268.415764,-2265.412173,-2774.564977,-4026.63231,-0.8192829223,-0.9852323432,-0.6392235378,0.803569262,0.1279330241
Napak,2004-02-01,2004,2,9.430406012,479.5458287,-470.1154227,-470.1154227,-1345.030735,-2561.689041,-3014.424951,-4005.479903,-1.268802103,-1.281835541,-1.438949351,0.09422787471,0.2003841085
Napak,2004-03-01,2004,3,14.76511638,493.6262656,-478.8611492,-478.8611492,-1372.399211,-2653.345341,-3331.064062,-4034.44491,-1.352998665,-1.387788429,-1.686352767,-0.8421735725,0.1011733578
Napak,2004-04-01,2004,4,166.6235336,397.8745783,-231.2510448,-231.2510448,-1180.227617,-2448.643381,-3445.63979,-3954.792594,1.03078492,-0.6438253562,-1.13381067,-1.181010037,0.3739979411
Napak,2004-05-01,2004,5,106.4290056,406.5508299,-300.1218242,-300.1218242,-1010.234018,-2355.264753,-3571.923059,-4024.658969,0.3677544921,0.01427898163,-0.8817582601,-1.554469386,0.1346920972
Napak,2004-06-01,2004,6,94.09972872,379.5228533,-285.4231246,-285.4231246,-816.7959936,-2189.195204,-3470.141335,-4147.860056,0.5092613141,0.7631448466,-0.4334947625,-1.253468812,-0.2872954456
Napak,2004-07-01,2004,7,104.7287423,384.2611893,-279.532447,-279.532447,-865.0773958,-2045.305013,-3313.720776,-4310.717186,0.5659718453,0.5762307479,-0.04509892995,-0.7908840208,-0.8451126027
Napak,2004-08-01,2004,8,110.3383039,395.8540036,-285.5156997,-285.5156997,-850.4712713,-1860.70529,-3205.736025,-4422.394331,0.5083700778,0.6327761354,0.4531821696,-0.4715391448,-1.227628418
Napak,2004-09-01,2004,9,77.25604557,417.4294535,-340.1734079,-340.1734079,-905.2215546,-1722.017548,-3094.416759,-4375.362889,-0.01782875318,0.4208187484,0.8275352789,-0.1423330621,-1.066536638
Napak,2004-10-01,2004,10,46.8005207,443.8568828,-397.0563621,-397.0563621,-1022.74547,-1887.822866,-3068.050482,-4336.466246,-0.5654503975,-0.03415719813,0.3799850089,-0.06435968829,-0.9333081137
Napak,2004-11-01,2004,11,102.0924296,418.6470273,-316.5545977,-316.5545977,-1053.784368,-1904.255639,-2914.489657,-4259.520392,0.2095534538,-0.1543195665,0.3356288187,0.3897679718,-0.6697536874
Napak,2004-12-01,2004,12,22.11463393,432.9781619,-410.863528,-410.863528,-1124.474488,-2029.696042,-2846.492036,-4218.891247,-0.6983742759,-0.4279856052,-0.002966392319,0.5908583256,-0.5305910083
Napak,2005-01-01,2005,1,14.86923549,487.5564005,-472.687165,-472.687165,-1200.105291,-2222.85076,-3087.928156,-4268.155773,-1.293560694,-0.7207787452,-0.5243395761,-0.1231442227,-0.6993315352
Napak,2005-02-01,2005,2,26.00487605,532.6315055,-506.6266295,-506.6266295,-1390.177323,-2443.96169,-3294.432962,-4304.66698,-1.620301553,-1.456613681,-1.12117361,-0.7338438854,-0.824389478
Napak,2005-03-01,2005,3,58.47333682,463.1881203,-404.7147835,-404.7147835,-1384.028578,-2508.503066,-3413.72462,-4230.520614,-0.6391792917,-1.432809753,-1.295387022,-1.086626842,-0.5704238392
Napak,2005-04-01,2005,4,69.13418428,474.2890602,-405.1548759,-405.1548759,-1316.496289,-2516.60158,-3539.347049,-4404.424445,-0.6434161345,-1.171368776,-1.317246948,-1.458131878,-1.166078085
Napak,2005-05-01,2005,5,206.1082302,382.8469093,-176.7386791,-176.7386791,-986.6083386,-2376.785661,-3430.570029,-4281.0413,1.555584515,0.105742204,-0.9398486047,-1.136444013,-0.743466957
Napak,2005-06-01,2005,6,85.5445059,382.453903,-296.9093971,-296.9093971,-878.8029521,-2262.83153,-3387.306018,-4292.527573,0.3986810619,0.5230943462,-0.6322577331,-1.008498725,-0.7828096611
Napak,2005-07-01,2005,7,127.8044996,375.8982059,-248.0937063,-248.0937063,-721.7417825,-2038.238071,-3238.343362,-4261.088832,0.8686378214,1.131132755,-0.02602347786,-0.5679692977,-0.6751258956
Napak,2005-08-01,2005,8,115.1298192,406.9779405,-291.8481214,-291.8481214,-836.8512247,-1823.459563,-3213.636886,-4267.421254,0.4474068035,0.6855040724,0.5537177563,-0.494904476,-0.696815664
Napak,2005-09-01,2005,9,114.0595657,411.1435689,-297.0840032,-297.0840032,-837.0258309,-1715.828783,-3099.857361,-4224.331849,0.3970000996,0.6848281113,0.8442403134,-0.1584226332,-0.5492261217
Napak,2005-10-01,2005,10,26.93889147,428.4753901,-401.5364986,-401.5364986,-990.4686232,-1712.210406,-3028.706695,-4228.811985,-0.6085814153,0.09079769985,0.8540072243,0.05199226691,-0.5645714554
Napak,2005-11-01,2005,11,23.55580421,447.3151097,-423.7593055,-423.7593055,-1122.379807,-1959.231032,-2945.839371,-4336.016693,-0.8225240668,-0.4198763684,0.1872364006,0.2970570089,-0.9317683074
Napak,2005-12-01,2005,12,0.5860263234,467.0395018,-466.4534755,-466.4534755,-1291.74928,-2128.77511,-3007.578063,-4391.606641,-1.23354793,-1.075564497,-0.2704057263,0.1144762775,-1.122174626
Napak,2006-01-01,2006,1,9.095304986,480.5994854,-471.5041805,-471.5041805,-1361.716961,-2352.185585,-3073.927367,-4390.423656,-1.282171905,-1.346433726,-0.8734468086,-0.08173948537,-1.118122675
Napak,2006-02-01,2006,2,27.20588049,478.3391254,-451.1332449,-451.1332449,-1389.090901,-2511.470708,-3348.321933,-4334.930271,-1.086057527,-1.452407765,-1.303397435,-0.8932105239,-0.9280471034
Napak,2006-03-01,2006,3,83.74986209,435.3721277,-351.6222656,-351.6222656,-1274.259691,-2566.008971,-3403.034801,-4281.837754,-0.1280488076,-1.007856217,-1.450609928,-1.055013686,-0.7461949643
Napak,2006-04-01,2006,4,166.1832626,397.4097543,-231.2264916,-231.2264916,-1033.982002,-2395.698964,-3386.167587,-4107.909369,1.031021298,-0.07765772298,-0.9909003671,-1.005132026,-0.1504566193
Napak,2006-05-01,2006,5,192.7872763,395.9879901,-203.2007138,-203.2007138,-786.0494711,-2175.140372,-3297.520179,-4134.371404,1.300830113,0.882175328,-0.3955572332,-0.7429737593,-0.2410942045
Napak,2006-06-01,2006,6,119.9558103,383.0884495,-263.1326392,-263.1326392,-697.5598446,-1971.819536,-3263.568815,-4100.594646,0.7238555179,1.224749446,0.1532568618,-0.6425688968,-0.125402278
Napak,2006-07-01,2006,7,157.5678178,368.7540256,-211.1862078,-211.1862078,-677.5195608,-1711.501563,-3073.218524,-4063.687148,1.223952438,1.302332354,0.8559205691,-0.07964321452,0.001013040559
Napak,2006-08-01,2006,8,172.1441934,362.3009073,-190.1567139,-190.1567139,-664.4755608,-1450.525032,-2839.615933,-3961.99574,1.426406866,1.352830214,1.560361891,0.6111931256,0.349325773
Napak,2006-09-01,2006,9,65.89676319,427.7035049,-361.8067417,-361.8067417,-763.1496634,-1460.709508,-2734.969199,-4026.718479,-0.2260964498,0.9708284474,1.532871427,0.9206664327,0.1276378795
