encoding_order,encoding,encoding_label,depth,n_seeds,variational_parameter_count,encoding_parameter_count,total_parameter_count,train_rmse_original_mean,train_rmse_original_std,val_rmse_original_mean,val_rmse_original_std,test_rmse_original_mean,test_rmse_original_std,test_mae_original_mean,test_mae_original_std,test_pearson_corr_mean,test_pearson_corr_std,test_spearman_corr_mean,test_spearman_corr_std,test_kge_mean,test_kge_std,test_nse_mean,test_nse_std,test_bias_mean,test_bias_std,test_pred_std_over_true_std_mean,test_pred_std_over_true_std_std,test_fft_spectral_cosine_similarity_mean,test_fft_spectral_cosine_similarity_std,test_abs_12_step_band_error_mean,test_abs_12_step_band_error_std,test_signed_12_step_band_error_mean,test_signed_12_step_band_error_std,test_12_step_power_ratio_mean,test_12_step_power_ratio_std,test_abs_short_period_2_to_6_error_mean,test_abs_short_period_2_to_6_error_std,test_signed_short_period_2_to_6_error_mean,test_signed_short_period_2_to_6_error_std,test_short_period_2_to_6_power_ratio_mean,test_short_period_2_to_6_power_ratio_std,elapsed_time_min_mean,elapsed_time_min_std,max_rss_gb_python_mean,max_rss_gb_python_std
2,same_scalar_rxryrz,Same-scalar RxRyRz,5,5,210,0,225,55.55180514995175,8.07679120100841,66.81536527191489,1.6169130828357248,65.50243126748998,1.5948443898480575,55.31781663069809,2.336808065368422,0.2848007931280635,0.09180648162235736,0.2864503421107195,0.06883359979673642,-0.035675231342167005,0.1665562807721161,0.07485115028635939,0.04543893806697994,-0.27522773661850364,2.885925534197994,0.2552734903155574,0.16217175293274916,0.6560581471821464,0.24451215605626647,0.2244245524827019,0.07766471295345755,-0.224424552482702,0.07766471295345752,0.44508094341837723,0.19203615988111203,0.14252781909472567,0.134352789838381,0.12770395012370556,0.15184868310503194,1.3960034417535487,0.4708750283533653,205.57265895922978,8.05860026803967,3.7020133972167977,0.016043426398775772
2,same_scalar_rxryrz,Same-scalar RxRyRz,6,5,252,0,267,56.784751105086016,14.038935833739876,68.37420167566847,0.7555279912582894,68.96840428037588,1.8491146134242864,59.69241910667802,0.943954045408318,0.027235826439409583,0.054140597651476746,0.021107194692100324,0.056981824794674084,-0.3224070776902314,0.1174161530549469,-0.02574849217601328,0.05595359486556327,-0.5210206549579353,1.7938586767203002,0.11164343680342559,0.16437234679012397,0.23156334714982635,0.07406849199989823,0.36170692980787994,0.01886362019937093,-0.36170692980788,0.018863620199370955,0.10563231149365974,0.0466427679545258,0.3225716810208934,0.07812345108529953,0.3225716810208935,0.07812345108529954,2.0002783451315462,0.2422568407748948,228.14497447013855,16.83916491469937,4.116146087646484,0.7046162638653946
3,seasonal_meridian,Fixed seasonal CDF,1,5,42,0,57,44.42433857735523,0.7204301732363158,47.67117688519259,0.7980363151860629,55.37092957585346,0.5772871240268812,45.38961728480697,0.7778479593026066,0.5867983473407021,0.009460503293273307,0.6190877047480822,0.011194160577809583,0.4498870160613578,0.02122466539309546,0.3391661991738412,0.01374783766633798,1.9119021153467108,2.207220662607935,0.6389493744251864,0.03171030703036206,0.9616819396190437,0.002376260222379028,0.2762803294933372,0.02317503353531697,0.2762803294933372,0.023175033535316948,1.6831392470140696,0.05730330128053524,0.15471758736729357,0.02478780135579109,-0.1547175873672936,0.024787801355791082,0.5202286457239321,0.07686570885934096,39.76715883413951,1.4801059108195243,0.8299514770507812,0.00841923840052096
3,seasonal_meridian,Fixed seasonal CDF,2,5,84,0,99,40.59290154986543,3.3803367988280013,53.2353900482975,1.2470561225408228,58.71591575192067,2.2501044985952254,49.03018449559012,1.9764046222553129,0.5228514581170373,0.05057254031500184,0.5563902135600248,0.0646995478534407,0.35638654495298655,0.0665008775722622,0.25610358499147245,0.057716409833785606,2.602034767071107,1.7500667822427347,0.5775522497901515,0.10221013184112271,0.9610142992791422,0.015148936814683829,0.15173365244671003,0.12725205702514875,0.13255857347026362,0.1516813876933039,1.3277684091075292,0.3750520681833474,0.10302782011626452,0.052141228681143,-0.07957092591479498,0.08984824462444278,0.7532546135397403,0.2786148280638769,68.23524130026499,3.435293677203226,1.4237136840820312,0.012964162086825241
3,seasonal_meridian,Fixed seasonal CDF,3,5,126,0,141,42.45358020435344,5.68221308899332,55.37314623306609,2.3450958481138473,58.91241806787504,1.2473584793875274,49.21561919424272,1.7094828777216837,0.5039977770944986,0.03285979718205509,0.5336678415923698,0.02774351482029736,0.29323515339260486,0.05729994430183803,0.251726645432086,0.03155077637454317,0.5186309703393189,1.7374762122112388,0.4982109098524788,0.062329703703201046,0.9571436923301864,0.006154695940128999,0.10855884518160455,0.07060608920403623,0.10855884518160461,0.07060608920403623,1.2684259421945812,0.17458278952362677,0.06538933117232032,0.03488858213580839,-0.041570504084686835,0.06634595270310449,0.8710919851968612,0.20573541845335971,98.80999764680863,1.4139662055753823,2.025731658935547,0.019479269953486186
3,seasonal_meridian,Fixed seasonal CDF,4,5,168,0,183,36.796660590646844,6.046168370091783,56.76309107914981,1.6589472309553697,60.680791918740965,2.2770850396561086,51.25690257829351,1.4944995160317391,0.47513958025870195,0.06439723352111767,0.49522289031722994,0.04333992022944068,0.2677383274369206,0.02038149343720661,0.20552120626304618,0.059451027369775075,3.850666593899023,3.5309513868485634,0.5013230038380342,0.08463188028001463,0.9505434604032793,0.02340355277553405,0.06162271164179334,0.04955351081174444,-0.004346900011109778,0.08472679178834737,0.9892517212286492,0.2094980733892795,0.054871997921171124,0.039560519807709964,-0.035318277178883646,0.06139608329264098,0.8904798222287134,0.1903861256485924,129.8533774272601,2.593309798512098,2.621875762939453,0.08043014461971938
3,seasonal_meridian,Fixed seasonal CDF,5,5,210,0,225,35.955627721862,6.146011053806089,60.17801504648603,1.9650065813621547,63.38840887905153,2.5659295841782948,53.74802419326352,2.228280110962097,0.3822333293810265,0.0639527179276115,0.39931163176446194,0.07408433487334899,0.17183445582996865,0.07540502295176116,0.13287943197556015,0.07040845754886851,-0.9280348207313865,3.968296116409506,0.45402343422456415,0.08366055781736392,0.8935437540696037,0.044462684424149655,0.1447520614321462,0.04365443568667557,-0.14475206143214625,0.043654435686675576,0.6420815972246932,0.10794130142565533,0.13468130492046573,0.07009348260836415,0.13468130492046576,0.07009348260836416,1.4176398634239524,0.21735631772170352,164.35690896193188,4.555996121846657,3.2849571228027346,0.012081579074748569
3,seasonal_meridian,Fixed seasonal CDF,6,5,252,0,267,35.005589604122726,6.144422427791582,61.3280863923455,1.8251013533590839,62.53801560901528,1.4291326985462527,52.54816873091695,1.5300879599498571,0.4094823017362271,0.049041830388276024,0.40615799295044575,0.04339625799156195,0.1482652921190537,0.046588242678504886,0.15674203889804328,0.038746960506055216,-0.11811684912067202,1.3350722057326758,0.39140498257316675,0.08639778132165268,0.8495867645875617,0.04616093329930014,0.14082881462525904,0.022684977747471326,-0.14082881462525912,0.02268497774747129,0.6517823380426234,0.056091574254880816,0.10156966529103348,0.07057941538767583,0.10156966529103358,0.07057941538767583,1.31496235624695,0.2188631705080259,196.39377381483715,5.400369159585754,3.9005447387695313,0.00828359319731006
4,learnable_seasonal_cdf,Learnable seasonal CDF,1,5,42,24,81,39.3667393520708,1.1153863693457953,46.72659727267616,2.1442753702578354,55.91171048033037,0.9327229325290377,45.38390833815746,0.611153169014932,0.5932409750036649,0.010835766810386449,0.6359672403068629,0.0036045583691663003,0.5157240806888452,0.011526067217233203,0.32610367132595475,0.02229184203503178,3.1520570741669784,1.6782615377363916,0.7417623333598001,0.030763785648840518,0.9620492939108306,0.0069736047824421376,0.26196260741024824,0.03987595517752767,0.2619626074102483,0.03987595517752767,1.6477368066711935,0.09859851421163156,0.11947093249388167,0.032434854244402865,-0.11947093249388167,0.03243485424440286,0.6295267263757038,0.10057883018587971,42.184954882462826,2.5136655341170075,1.1913116455078125,0.0187841789106409
4,learnable_seasonal_cdf,Learnable seasonal CDF,2,5,84,48,147,36.78574516634008,2.435671159921895,45.8453287383407,1.5011629414587426,52.81040570417084,2.5541895627505906,43.623573348282875,2.630661852447557,0.6340187177414209,0.04387488813531594,0.6749740825212523,0.03663197240264567,0.4777911371782146,0.051810607788623696,0.39779851112745523,0.057082595098103386,0.01992593804770184,3.6646798033492516,0.6318545143807659,0.054676081671199854,0.9663593858082177,0.005618762132478249,0.249804044255281,0.055028739245848134,0.24980404425528105,0.055028739245848106,1.6176731691560309,0.13606575452360914,0.11649246307273822,0.03286101741295307,-0.11649246307273822,0.032861017412953074,0.6387628082728414,0.10190034045499044,76.39849481741587,1.3985138372714556,1.9320846557617184,0.006153710082067209
