n_qubits,latent_dim,reupload_depth,n_ansatz_layers,seed,qnn_epochs,qnn_learning_rate,qnn_batch_size,device_name,diff_method,use_output_tanh,best_val_loss_scaled,best_epoch,elapsed_time_sec,train_rmse_scaled,val_rmse_scaled,test_rmse_scaled,train_mae_scaled,val_mae_scaled,test_mae_scaled,train_corr,val_corr,test_corr,train_rmse_original,val_rmse_original,test_rmse_original,train_mae_original,val_mae_original,test_mae_original
6,6,1,1,42,200,0.005,16,default.qubit,backprop,True,0.0825175294705543,30,879.4401619434357,0.2739440750631135,0.2872586455975769,0.27412861967489377,0.22671544270997232,0.2253729332002903,0.2324611486648634,0.5501782011276914,0.579142246156392,0.5777452632372208,54.788815,57.45173,54.82572,45.34309,45.074585,46.49223
6,6,2,1,42,200,0.005,16,default.qubit,backprop,True,0.07281762731606568,25,5791.3301639556885,0.2310371885255218,0.2698474148774927,0.2802435658142675,0.1864686625213559,0.2042992383076995,0.23733309248628157,0.7097641909370361,0.6327647289860522,0.5370007129343642,46.20744,53.969482,56.048714,37.29373,40.859848,47.466618
6,6,3,1,42,200,0.005,16,default.qubit,backprop,True,0.06852769829359023,13,2399.165918111801,0.2528819636458015,0.2617779560879606,0.2774370254737048,0.20765042801470493,0.19539536542987707,0.23468638677049405,0.6495400325844999,0.6585955828813268,0.5587622033519575,50.576393,52.35559,55.487404,41.530083,39.07907,46.937275
6,6,4,1,42,200,0.005,16,default.qubit,backprop,True,0.07960132069125536,199,3156.853224992752,0.17906162956727653,0.28213706011663087,0.2707287574807995,0.14206973078002247,0.201440569151338,0.20592250677596993,0.8359760360895159,0.596109763863196,0.5968700216256988,35.812325,56.42741,54.145756,28.413946,40.288116,41.1845
6,6,5,1,42,200,0.005,16,default.qubit,backprop,True,0.06521363782404238,20,3907.3102362155914,0.22751358537689648,0.25536961022024995,0.28447756384625317,0.18432176111178206,0.1984593446257728,0.23797761760641073,0.7287876057250855,0.6773626254830621,0.5208584464725308,45.502716,51.07392,56.89551,36.864353,39.691868,47.595524
6,6,6,1,42,200,0.005,16,default.qubit,backprop,True,0.07478185083215047,18,4680.99773311615,0.21060773618277462,0.27346270464571665,0.2573525737083069,0.172023717080188,0.20448502369839605,0.2134069929166694,0.7750430239491017,0.6117987094300895,0.634372050245562,42.121548,54.69254,51.470516,34.404747,40.897003,42.6814
6,6,7,1,42,200,0.005,16,default.qubit,backprop,True,0.07721519953814591,9,5510.296145915985,0.24127246138192154,0.2778762306102231,0.3110676153429924,0.20172515279449799,0.22426537041389025,0.257665676690755,0.704220567197456,0.6012616583141649,0.392874811077887,48.254494,55.575245,62.213516,40.34503,44.853073,51.533134
6,6,8,1,42,200,0.005,16,default.qubit,backprop,True,0.09932921794675481,11,5594.824448108673,0.24536529938057466,0.31516538189775034,0.31678681643581336,0.20677824480217002,0.26086696223759015,0.27005517766861903,0.7039787449725952,0.41490580369634883,0.38020391813788457,49.07306,63.033073,63.357365,41.355648,52.173393,54.011036
