encoding,depth,seed,seasonal_lag,center_fidelity,neighbor_geometric_mean_fidelity,neighbor_arithmetic_mean_fidelity,log10_seasonal_prominence,seasonal_prominence_ratio,seasonal_prominence_arithmetic_ratio
learnable_seasonal_cdf,2,44,36,0.082630141530683,0.0008188777176895447,0.002775929613985375,2.0039194428480607,100.90656974257782,29.766655867059868
learnable_seasonal_cdf,2,45,12,0.0746850262810647,0.001623685739744228,0.0044837149217176,1.6627315617125558,45.997217597556464,16.656952456837896
learnable_seasonal_cdf,2,45,24,0.1675395027856962,0.0018584327341433086,0.006761355803320024,1.9549703757790002,90.15096414717843,24.77898037896917
learnable_seasonal_cdf,2,45,36,0.0724754551802214,0.0013158297173111932,0.004518487835510275,1.7409912611300782,55.07966131690655,16.039758834945875
learnable_seasonal_cdf,2,46,12,0.0788700072424208,0.00021114269382822523,0.0002892466307162895,2.572335822579499,373.5388888548772,272.6739013246493
learnable_seasonal_cdf,2,46,24,0.1534864352647046,0.00022236038327453663,0.00029014556380497304,2.839012585738085,690.2598070952365,528.9980424028591
learnable_seasonal_cdf,2,46,36,0.0580672917599621,0.0001955319083669119,0.00030201910296431524,2.4727139321950364,296.9709253335772,192.2636389222803
learnable_seasonal_cdf,3,42,12,0.0552988798541892,0.00030032758663619803,0.0005369614606600376,2.265121108015874,184.12853935118355,102.98482089611299
learnable_seasonal_cdf,3,42,24,0.1243682017124324,0.0003300459673909923,0.0006965464901427399,2.576134923974221,376.82084921552257,178.5497500489109
learnable_seasonal_cdf,3,42,36,0.0552538240782181,0.00025733852444247054,0.0004086348756713798,2.3318575341905916,214.7126016127073,135.21563470919375
learnable_seasonal_cdf,3,43,12,0.043894927234583,0.0001484780551080841,0.00019150106419023983,2.4707520632704565,295.63242327379504,229.21505642901894
learnable_seasonal_cdf,3,43,24,0.1325568440345419,0.00014875962050094234,0.00020653775243609625,2.9499170939162,891.0808160720081,641.8044278638871
learnable_seasonal_cdf,3,43,36,0.0288632628326579,0.00017185502561290985,0.00021192100129928222,2.2251831872533003,167.95122941397221,136.1982184667776
learnable_seasonal_cdf,3,44,12,0.0629418207838923,0.00034701447183405727,0.0009430093153896082,2.258591715136018,181.38096792110497,66.74570415869924
learnable_seasonal_cdf,3,44,24,0.1198687683662603,0.00029289381012023014,0.0007949637039559477,2.6119958494364477,409.2567484340322,150.785209148244
learnable_seasonal_cdf,3,44,36,0.04485001209074,0.000257997416515401,0.0006396581356178107,2.240147207326977,173.83899690353184,70.1155970562648
learnable_seasonal_cdf,3,45,12,0.0506232357361166,0.00028295039377643173,0.000572816934242015,2.252639598274527,178.91205260564388,88.37594126490733
learnable_seasonal_cdf,3,45,24,0.0921553761857384,0.0002508600831081537,0.0005601376900279407,2.565089114472606,367.35767222881475,164.52271972832523
learnable_seasonal_cdf,3,45,36,0.0405047563480677,0.0001872733478931145,0.00026849405066032157,2.3350300496077354,216.28681712458973,150.8590460326857
learnable_seasonal_cdf,3,46,12,0.0656847476045606,0.0004874075555626878,0.001249346994014358,2.1295722783329003,134.76349895464955,52.575263653138244
learnable_seasonal_cdf,3,46,24,0.1266653266498892,0.0004914935504055053,0.0013101769036573977,2.4111399242344738,257.71513490947007,96.67803355127019
learnable_seasonal_cdf,3,46,36,0.0593135130910753,0.0004224378234401807,0.0008180719338525863,2.147390851397665,140.40767611206658,72.50403129190273
learnable_seasonal_cdf,4,42,12,0.0289453565672048,0.0001463445716343832,0.00016707381072618985,2.296202286085512,197.7890689346498,173.24891580190334
learnable_seasonal_cdf,4,42,24,0.067025946818845,0.00015448792119194637,0.00017955682051068447,2.6373484283125377,433.8588175807437,373.28544038713716
learnable_seasonal_cdf,4,42,36,0.0224240304377408,0.0001428108856402107,0.0001550782828671056,2.1959523618163947,157.01905591590958,144.59813471727105
learnable_seasonal_cdf,4,43,12,0.034081867395457,0.0002224481055408701,0.000296961468903725,2.18529467090743,153.21266644455713,114.76865170850282
learnable_seasonal_cdf,4,43,24,0.0646113632854543,0.0002654887551432298,0.00037489167244880977,2.386262773521727,243.3676079824806,172.34675516639217
learnable_seasonal_cdf,4,43,36,0.0232814854951724,0.00020007305521215946,0.0002659837418016123,2.065822083318863,116.36492215548203,87.52973146959194
learnable_seasonal_cdf,4,44,12,0.03426211383473,0.0001429318668217353,0.00016763055488321784,2.3796850876468376,239.70941257950355,204.39062471993353
learnable_seasonal_cdf,4,44,24,0.058532643450167,0.00014273222168077396,0.00017586534890323092,2.612876112354347,410.0871040953699,332.8264710200206
learnable_seasonal_cdf,4,44,36,0.0278140573935591,0.00010810498070081942,0.0001290590183079546,2.4104186428892977,257.28747383559056,215.51424889340547
learnable_seasonal_cdf,4,45,12,0.0288356187085363,0.00019488797063059798,0.00027163068260749237,2.170144240922644,147.95997215853305,106.15744300949943
learnable_seasonal_cdf,4,45,24,0.0766257608555112,0.0002759700191350375,0.0004175060764406082,2.4435128961846573,277.65972947234053,183.53208535016736
learnable_seasonal_cdf,4,45,36,0.0201587448947549,0.00018977041567083734,0.000247010084670837,2.0262349801021777,106.22701554135222,81.61101973475387
