encoding,depth,seed,tau,n_pairs,mean_fidelity,std_fidelity_over_time,median_fidelity,min_fidelity,max_fidelity,mean_infidelity,mean_log_fidelity,geometric_mean_fidelity,mean_fidelity_over_haar,median_fidelity_over_haar
ry,1,42,29,76,9.840684227398727e-08,4.658720253275965e-07,9.197868965249111e-10,5.859836520377871e-24,3.425390343276581e-06,0.9999999015931578,-24.84072338018791,1.6285867964977372e-11,0.001612297703817,1.5069788512664143e-05
ry,1,42,30,75,5.903271972636558e-08,3.512191948336364e-07,1.3390377726219756e-11,4.150650984992535e-16,2.9947052472825147e-06,0.9999999409672804,-24.43517339323771,2.443087552388778e-11,0.0009671920799967,2.1938794866638449e-07
ry,1,42,31,74,1.2011235318112065e-07,5.616983342263395e-07,1.0567981790229035e-09,1.0297965767455772e-14,3.468930593230022e-06,0.9999998798876468,-20.940186183376078,8.049940874045117e-10,0.0019679207945194,1.7314581365111255e-05
ry,1,42,32,73,1.8806429029171248e-07,1.2912732540832104e-06,1.2712499533405291e-09,3.722976134047693e-13,1.1047137121129377e-05,0.9999998119357096,-20.449053324556797,1.31549433137986e-09,0.0030812453321394,2.082815923553123e-05
ry,1,42,33,72,7.089731278011398e-06,3.730412175306969e-05,5.3410889188116034e-08,2.718338950237468e-11,0.000273210101476,0.999992910268722,-17.048334263402253,3.94459576177748e-08,0.1161581572589387,0.000875084008458
ry,1,42,34,71,0.0009344262893171,0.0046089347085846,1.5828229490605534e-06,1.9011808012925548e-11,0.0269053225052498,0.9990655737106828,-13.880233492263054,9.373271286017374e-07,15.309640324172015,0.0259329711974081
ry,1,42,35,70,0.0063890048441709,0.0127328645313078,0.000360860438011,3.3036463348700106e-06,0.0524382223468383,0.993610995155829,-7.834971516755443,0.0003956535842703,104.67745536689748,5.912337416373343
ry,1,42,36,69,0.0016935913506744,0.0038845983943229,0.0001208672515443,2.536965769661988e-07,0.0246474866844317,0.9983064086493256,-8.652954449212272,0.0001746102083479,27.747800689450365,1.9802890493024357
ry,1,42,37,68,0.0008725459258447,0.0039118295689648,3.036097135566632e-05,7.0744232405905975e-09,0.0317700454591253,0.999127454074155,-10.571850312975636,2.562735267595297e-05,14.29579244904114,0.497434154691237
ry,1,42,38,67,0.0001246609174852,0.0004039794558815,3.747443854831221e-06,1.0060000033602776e-10,0.0025835523529541,0.9998753390825148,-13.380331416772783,1.5452398502661509e-06,2.042444472077542,0.0613981201175547
ry,1,42,39,66,4.055917916249726e-06,1.2871125949857878e-05,3.728558515954691e-08,4.933716730128006e-13,7.410792376386861e-05,0.9999959440820836,-17.424290603262477,2.7084869032805373e-08,0.0664521591398355,0.000610887027254
ry,1,42,40,65,1.8707552171346183e-08,1.0497485540995562e-07,7.66864884719538e-12,2.9595350709527793e-18,8.032021926126368e-07,0.9999999812924478,-25.35337917714793,9.753653558632944e-12,0.0003065045347753,1.256431427124491e-07
ry,1,43,1,104,0.0227613346975402,0.0421935694173307,0.0031698079806312,7.989302158973382e-06,0.2008962826545139,0.97723866530246,-6.064310955816412,0.0023243590489581,372.92170768449887,51.9341339546616
ry,1,43,2,103,0.0028850203155557,0.0072576089572578,1.979872603495326e-05,6.514895460324762e-09,0.0480491272714396,0.9971149796844442,-10.415659929534558,2.995962459698165e-05,47.26817285006523,0.3243823273566742
ry,1,43,3,102,0.0001499338208918,0.0003975671581486,2.5621832817701643e-06,6.802428295121457e-14,0.0021855930656124,0.999850066179108,-14.810363829557142,3.6977769745628085e-07,2.456515721491589,0.0419788108885223
ry,1,43,4,101,1.073944853913405e-05,3.675253801421292e-05,3.938335505119751e-08,7.757004644571417e-14,0.0002403917414939,0.9999892605514608,-17.969239210712654,1.5705745899096066e-08,0.1759551248651722,0.0006452568891588
ry,1,43,5,100,1.982121338425851e-05,0.0001076575698717,1.3910236050796878e-10,8.957242276707113e-17,0.0009412181767914,0.9999801787866158,-21.701364039613285,3.760255436475562e-10,0.3247507600876914,2.2790530745625605e-06
ry,1,43,6,99,0.0001109580866408,0.0007504796767281,8.830694595813286e-12,2.627893170132398e-17,0.0070822532562856,0.9998890419133591,-24.382987336164238,2.5739680249315658e-11,1.8179372915228955,1.446821002578049e-07
ry,1,43,7,98,0.0002116814986422,0.0009831477331514,1.716118013053464e-09,2.020780362114948e-19,0.0062818877953473,0.9997883185013576,-21.45569418814865,4.807401655473574e-10,3.468189673754689,2.811687752586796e-05
ry,1,43,8,97,9.06139960703856e-06,5.242499760449963e-05,1.4182933736075604e-08,6.1080047807821435e-15,0.0005078398543596,0.9999909386003928,-18.92246049118532,6.0545214847269e-09,0.1484619711617197,0.0002323731863318
ry,1,43,9,96,6.40570264459705e-05,0.0002831936431464,1.134993863446287e-06,1.4389009076542265e-12,0.0019028100343369,0.999935942973554,-14.728271161454376,4.014145466502786e-07,1.0495103212907806,0.0185957394587039
ry,1,43,10,95,0.0010727912744601,0.0024553419093947,1.2207228746887214e-05,3.4056573376808355e-10,0.0141953796688442,0.99892720872554,-11.162008298820403,1.4203696663510272e-05,17.576612240755416,0.2000032357890001
ry,1,43,11,94,0.0083437243212723,0.0189505654094344,9.700476158546096e-05,5.1486466910863224e-08,0.0690232165375892,0.9916562756787276,-8.85294835270041,0.0001429596189281,136.70357927972586,1.5893260138161922
