encoding,depth,tau,n_seeds,mean_fidelity,sd_fidelity_across_seeds,mean_median_fidelity,sd_median_fidelity_across_seeds,mean_geometric_fidelity,mean_fidelity_over_haar,sd_fidelity_over_haar_across_seeds
learnable_seasonal_cdf,1,35,5,0.002529246512211376,0.0025531408807568747,0.00179306659671578,0.00182194223397121,0.001554829889146778,41.43917485607198,41.830660190320984
learnable_seasonal_cdf,1,36,5,0.40003049019008136,0.055829982088477885,0.37612523586433616,0.06408247593919739,0.37514020245059065,6554.099551274293,914.7184265376222
learnable_seasonal_cdf,1,37,5,0.0034388414811983153,0.0029068850239309563,0.0027282481937725965,0.002516044386268844,0.0016821225175416578,56.341978827954065,47.626404232085044
learnable_seasonal_cdf,1,38,5,0.0016476749249602,0.0019716907001449823,0.0009733633270549092,0.0012250097950637447,0.0009148653631153771,26.99550597054869,32.304180431175446
learnable_seasonal_cdf,1,39,5,4.341440985896639e-05,9.32183219068771e-05,3.353355921516187e-05,7.330010933658881e-05,3.084942599504985e-05,0.7113016911293883,1.5272889861224606
learnable_seasonal_cdf,1,40,5,2.536692269912638e-06,5.165165278031124e-06,5.488197876767588e-07,1.0381001695143717e-06,5.062111563767382e-07,0.04156116615024863,0.08462606791526191
learnable_seasonal_cdf,2,1,5,0.0116131968578509,0.011759716801750883,0.00850339226646226,0.010208912699196928,0.00610503574894818,190.2706173190303,192.67120007988632
learnable_seasonal_cdf,2,2,5,0.00020297617683630474,0.0001275474419634482,7.146808378416907e-05,4.7961883746890464e-05,6.182985502626037e-05,3.3255616812866378,2.089737289129256
learnable_seasonal_cdf,2,3,5,4.26477322182029e-05,1.0504908030698383e-05,2.075942765117511e-05,8.336233542722109e-06,1.8717225854605272e-05,0.6987404446630363,0.1721124131749624
learnable_seasonal_cdf,2,4,5,5.8794125769361986e-05,2.4954639406675365e-05,2.7105445445340667e-05,1.91006311577926e-05,2.2465092969738098e-05,0.9632829566052268,0.408856812038969
learnable_seasonal_cdf,2,5,5,0.00014304933235255213,0.00015016699363980084,4.6462251958525085e-05,6.055495203015059e-05,3.506329314977511e-05,2.3437202612644157,2.4603360237949463
learnable_seasonal_cdf,2,6,5,0.0002919553329761615,0.0003015556087296567,4.992507063882516e-05,7.62222946093115e-05,4.135164322408544e-05,4.783396175482101,4.9406870934270755
learnable_seasonal_cdf,2,7,5,0.00015608714558765913,0.00018166631213519937,4.629824841757095e-05,5.9025630509155396e-05,4.157201468481783e-05,2.5573317933083786,2.9764208580234883
learnable_seasonal_cdf,2,8,5,6.668985711065301e-05,4.645822022034926e-05,2.575011133851694e-05,1.410349119442976e-05,2.2038681704644406e-05,1.0926466189009871,0.7611714800903073
learnable_seasonal_cdf,2,9,5,4.4881451332577234e-05,8.0982642266244e-06,2.291695784788388e-05,6.404283198132565e-06,1.9831897617918942e-05,0.7353376986329454,0.13268196108901417
learnable_seasonal_cdf,2,10,5,0.00018170302158592355,0.00012505204826564285,6.601170655367366e-05,4.164499180130029e-05,5.948198819119193e-05,2.9770223056641827,2.0488527587841983
learnable_seasonal_cdf,2,11,5,0.006668362678315399,0.007433622025455981,0.0043478083917641,0.005401254173559016,0.00361121233470276,109.25445412152025,121.79246326507052
learnable_seasonal_cdf,2,12,5,0.10461565571668505,0.0372501856545452,0.09505321819381846,0.03301772393107111,0.08726062043911537,1714.022903262169,610.3070417640683
learnable_seasonal_cdf,2,13,5,0.00727539192237716,0.007218624578942838,0.00516236042580016,0.006284817859835831,0.00322380271096846,119.20002125622769,118.26994510139951
learnable_seasonal_cdf,2,14,5,0.0002048983083392392,0.00013874408824717977,7.758437969866106e-05,5.506544112561556e-05,6.806936660210265e-05,3.357053883830666,2.2731831418422375
learnable_seasonal_cdf,2,15,5,4.653174345219036e-05,5.6902965219390605e-06,2.373435883825683e-05,7.754862279839644e-06,2.0387216761670787e-05,0.7623760847206869,0.09322981821544954
learnable_seasonal_cdf,2,16,5,5.613211783414299e-05,2.5120324016857697e-05,2.1255934805799896e-05,9.643026238301361e-06,1.904483518813624e-05,0.9196686185945986,0.41157138869219656
learnable_seasonal_cdf,2,17,5,0.00012061847321982828,0.00010102621994366279,3.743635101764418e-05,4.504574638006093e-05,2.74893944637399e-05,1.976213065234147,1.6552135875573648
learnable_seasonal_cdf,2,18,5,0.0001725000374200902,0.00014566518153125954,4.0610959401566166e-05,6.591838311635314e-05,3.0419635529370782e-05,2.8262406130913655,2.3865783342083065
learnable_seasonal_cdf,2,19,5,0.00012012014357037206,0.00012585797261259148,3.502454797894152e-05,5.0874377689802225e-05,2.7176716471197053e-05,1.968048432257132,2.062057023285046
learnable_seasonal_cdf,2,20,5,5.2167022932935665e-05,2.8387435378675018e-05,2.2952723455908624e-05,1.2110940650425313e-05,1.9189442658911478e-05,0.8547045037332179,0.46509974124421144
learnable_seasonal_cdf,2,21,5,4.1952262149574605e-05,1.4084161611183853e-05,1.8622487875686392e-05,7.70600017863185e-06,1.7299216407137224e-05,0.6873458630586303,0.23075490383763625
learnable_seasonal_cdf,2,22,5,0.00017486454259914516,0.00010516282276230221,6.635923444334619e-05,4.227026644803709e-05,5.774320024151153e-05,2.864980665944576,1.7229876881376873
learnable_seasonal_cdf,2,23,5,0.00864683647729572,0.008921810392405081,0.00517030659828016,0.006060439642686194,0.004183331082123059,141.6697688440142,146.17494146916468
learnable_seasonal_cdf,2,24,5,0.17598381813824565,0.03708856252679,0.13918238924254073,0.03527368792547127,0.13605378763346304,2883.318876377017,607.6590084389271
learnable_seasonal_cdf,2,25,5,0.00803513686705536,0.007878615700959456,0.003964167859390839,0.004715665544218482,0.0032979458999938004,131.64768242983598,129.0832396445201
learnable_seasonal_cdf,2,26,5,0.0002000278013346006,0.00012791293418978092,7.498386541104812e-05,5.5861442503822626e-05,6.443467273164348e-05,3.2772554970666556,2.0957255137654665
learnable_seasonal_cdf,2,27,5,5.012585852321033e-05,1.3603707926492778e-05,2.452512566218005e-05,8.723965872311284e-06,2.132931349926273e-05,0.8212620660442781,0.22288315066765768
learnable_seasonal_cdf,2,28,5,5.6668497271255084e-05,2.659993197482379e-05,2.533611352511098e-05,1.2616158673342666e-05,2.043410786688532e-05,0.9284566592922433,0.43581328547551296
learnable_seasonal_cdf,2,29,5,0.00013945007176798286,0.00019474167327984739,4.666263779197573e-05,6.246033222985411e-05,3.607396195216323e-05,2.2847499758468803,3.190647575017573
learnable_seasonal_cdf,2,30,5,0.00021724345244221476,0.00022741474540691182,4.975405062670684e-05,8.930849348414162e-05,3.574449678524082e-05,3.5593167248140056,3.7259631887472415
learnable_seasonal_cdf,2,31,5,0.00013612053336685542,0.00010203972762600219,5.129459284805444e-05,8.055291764836474e-05,3.452702881459149e-05,2.2301988186831236,1.6718188974245187
learnable_seasonal_cdf,2,32,5,6.075564814547515e-05,3.534030011288302e-05,1.9291755930604386e-05,1.0201578401807774e-05,1.866597491670211e-05,0.9954205392156353,0.5790154770498278
learnable_seasonal_cdf,2,33,5,4.018026008740545e-05,7.802969850333438e-06,2.095510177122383e-05,9.35364597790308e-06,1.707475389539747e-05,0.6583133812720509,0.12784385802786305
learnable_seasonal_cdf,2,34,5,0.0001524251505157544,0.0001043950643060588,6.627111601201582e-05,4.831463466233755e-05,5.718044773439706e-05,2.4973336660505265,1.7104087335906775
learnable_seasonal_cdf,2,35,5,0.00616407916645446,0.007431852664444728,0.004094061910399212,0.005023970816747202,0.0035971119148293677,100.99227306319048,121.76347405426229
learnable_seasonal_cdf,2,36,5,0.08750157697105124,0.029476609398417283,0.07965055807196664,0.03337245929741817,0.0691080210157845,1433.6258370937044,482.9447683836688
learnable_seasonal_cdf,2,37,5,0.00675252866270306,0.006587737146261619,0.00249847277487862,0.002989237705353718,0.0022458780207952798,110.63342960972761,107.93348540435053
learnable_seasonal_cdf,2,38,5,0.00014584670262025816,0.00010024294761008516,5.167158138326344e-05,3.4344727087217096e-05,5.04207567422753e-05,2.3895523757308266,1.6423804536442002
learnable_seasonal_cdf,2,39,5,4.167427447840692e-05,1.443303631289622e-05,2.0908435417119298e-05,8.212932113718774e-06,1.6798701350508696e-05,0.682791313054219,0.23647086695049166
learnable_seasonal_cdf,2,40,5,5.598702088757124e-05,3.0401482948421413e-05,2.1337134287209312e-05,1.3256433376202347e-05,1.961145104526705e-05,0.9172913502222528,0.4980978966275486
learnable_seasonal_cdf,3,1,5,0.00254202557572302,0.0015672935983926852,0.00119455634150016,0.000859337405781839,0.0009689285127403001,41.648547032647045,25.678538316065353
learnable_seasonal_cdf,3,2,5,8.52512650101922e-05,2.4748719615229992e-05,4.034866089315882e-05,7.455846891371873e-06,3.7351693737191054e-05,1.3967567259270635,0.40548302217603893
learnable_seasonal_cdf,3,3,5,6.949788726235101e-05,1.3541029919562492e-05,3.8147441127966104e-05,1.4160661228061381e-05,3.313717213894043e-05,1.138653384906359,0.22185623420211187
learnable_seasonal_cdf,3,4,5,8.474476497458926e-05,3.983678311921953e-05,4.3469067205118464e-05,1.5581410786268034e-05,3.63378587885519e-05,1.3884582293438317,0.6526858546255111
learnable_seasonal_cdf,3,5,5,0.00013482227180173476,6.384734350768858e-05,6.126442285010193e-05,2.9463277001719667e-05,5.2387065502215846e-05,2.208928101200229,1.0460748760306027
learnable_seasonal_cdf,3,6,5,0.0002493153134008691,0.00014117136654076827,9.551455594443237e-05,6.539340904671851e-05,8.145092254778114e-05,4.084782094760509,2.312951669404214
learnable_seasonal_cdf,3,7,5,0.00012757349748447708,7.689787498078872e-05,5.512606844834627e-05,2.42277086072704e-05,5.116932172724646e-05,2.0901641827862676,1.2598947836854872
learnable_seasonal_cdf,3,8,5,6.76697782342875e-05,2.0922456731924397e-05,3.820857194126747e-05,1.033446812071456e-05,3.243839768703056e-05,1.1087016465905664,0.3427935310958493
learnable_seasonal_cdf,3,9,5,7.283105091720904e-05,2.2120114372541753e-05,3.847136248555801e-05,1.1342487175496619e-05,3.455410065724755e-05,1.1932639382275956,0.3624159538798149
learnable_seasonal_cdf,3,10,5,8.380653198077081e-05,1.4722874567472437e-05,4.532980312075133e-05,4.685217568652554e-06,3.621764344685025e-05,1.3730862199731404,0.24121957691384874
learnable_seasonal_cdf,3,11,5,0.001336966482983,0.0008812273923948297,0.0005747621325145212,0.00041396543192329766,0.0004683660276337683,21.904858857194558,14.438029596996676
learnable_seasonal_cdf,3,12,5,0.05568872224266834,0.008908320447942894,0.046452866683025076,0.008656368801388875,0.0402501530406292,912.404025223879,145.95392221909643
learnable_seasonal_cdf,3,13,5,0.00129492409106618,0.000818654913298125,0.00048124867675608,0.0003964224804967853,0.00046307703039462,21.21603630802953,13.412842099476515
learnable_seasonal_cdf,3,14,5,7.9211508767056e-05,1.361866201423635e-05,4.1091098248740906e-05,9.860779518413464e-06,3.501281587130527e-05,1.2978013596394453,0.2231281584412483
learnable_seasonal_cdf,3,15,5,8.168518770304335e-05,2.018211318449317e-05,4.17334079196765e-05,1.1542792513968468e-05,3.422635195380073e-05,1.3383301153267344,0.33066374241486096
learnable_seasonal_cdf,3,16,5,7.048182052342653e-05,3.277225976246811e-05,3.384311768280299e-05,1.0270489403736102e-05,2.9756223270577642e-05,1.1547741474562379,0.53694070394884
learnable_seasonal_cdf,3,17,5,0.00014125950054117608,6.693793984164208e-05,6.43229902708633e-05,3.398849980293744e-05,5.5400234784442056e-05,2.314395656867096,1.0967112063657143
learnable_seasonal_cdf,3,18,5,0.00030131467118953874,0.00021426950990272554,8.619015416588768e-05,5.574751926975467e-05,8.330862779065904e-05,4.936739572769964,3.5105916502467256
learnable_seasonal_cdf,3,19,5,0.00014523912163343333,7.82554407062231e-05,5.7240624737199596e-05,2.6567217089246415e-05,5.242435096783172e-05,2.3795977688428436,1.2821371405306974
learnable_seasonal_cdf,3,20,5,7.652314045384621e-05,3.124019624231749e-05,3.649384946816611e-05,1.0420409905673222e-05,3.184705281098224e-05,1.253755133196161,0.5118393752345919
learnable_seasonal_cdf,3,21,5,6.968398942585169e-05,2.4152142335087915e-05,3.895648954137813e-05,1.1496515917807488e-05,3.194357283485229e-05,1.1417024827534505,0.395708700018721
learnable_seasonal_cdf,3,22,5,7.73719808814036e-05,2.3956465113032526e-05,4.9694793442756385e-05,1.5587549951606615e-05,3.9439747394264695e-05,1.2676625347609938,0.3925027244120489
learnable_seasonal_cdf,3,23,5,0.00147703280888962,0.0009199937403032985,0.00064133597144434,0.00048816182698745966,0.00056593443534386,24.199705540848274,15.073177441129612
