encoding,depth,seed,pair_index,target_index_t,target_index_t_plus_12,epsilon,delta_norm,exact_fidelity_tau12,exact_infidelity_tau12,D_state_derivative,D_fidelity_curvature,relative_method_difference
ry,6,42,61,495,507,0.001,1.353714410375554,0.00011991474848139393,0.9998800852515186,28.946633177480532,28.947030589809852,1.3729138269165569e-05
ry,6,42,61,495,507,0.0003,1.353714410375554,0.00011991474848139393,0.9998800852515186,28.947372273488796,28.94740804652389,1.235795593333663e-06
ry,6,42,67,501,513,0.01,1.47112259850565,8.647389673774862e-05,0.9999135261032622,32.585554103256335,32.638245892007696,0.0016170290854773252
ry,6,42,67,501,513,0.003,1.47112259850565,8.647389673774862e-05,0.9999135261032622,32.68163062702676,32.686386613677165,0.00014552476602769642
ry,6,42,67,501,513,0.001,1.47112259850565,8.647389673774862e-05,0.9999135261032622,32.69009464539217,32.69062322514005,1.6169416259356926e-05
ry,6,42,67,501,513,0.0003,1.47112259850565,8.647389673774862e-05,0.9999135261032622,32.69105760928032,32.691105201271895,1.4558107034391492e-06
ry,6,42,74,508,520,0.01,1.4803940076096294,0.00019029539789776822,0.9998097046021023,34.41716591577537,34.47517713449422,0.0016855315414642056
ry,6,42,74,508,520,0.003,1.4803940076096294,0.00019029539789776822,0.9998097046021023,34.524092865446136,34.52932971349027,0.00015168676739877077
ry,6,42,74,508,520,0.001,1.4803940076096294,0.00019029539789776822,0.9998097046021023,34.53351379079121,34.5340958211593,1.685407316534224e-05
ry,6,42,74,508,520,0.0003,1.4803940076096294,0.00019029539789776822,0.9998097046021023,34.53458563386265,34.53463804370394,1.517604463274538e-06
ry,6,42,80,514,526,0.01,1.5622420233010381,6.386954721642313e-05,0.9999361304527836,39.15926573636047,39.23132367278925,0.001840124810151293
ry,6,42,80,514,526,0.003,1.5622420233010381,6.386954721642313e-05,0.9999361304527836,39.294516518105155,39.30102353146466,0.00016559596442686187
ry,6,42,80,514,526,0.001,1.5622420233010381,6.386954721642313e-05,0.9999361304527836,39.30643560350747,39.307158822055044,1.839949454772338e-05
ry,6,42,80,514,526,0.0003,1.5622420233010381,6.386954721642313e-05,0.9999361304527836,39.30779169593475,39.30785682257663,1.6568379720312981e-06
ry,6,42,86,520,532,0.01,1.414120271599813,2.6753892113154928e-05,0.9999732461078868,30.639921543394465,30.684342365155935,0.0014497694355567504
ry,6,42,86,520,532,0.003,1.414120271599813,2.6753892113154928e-05,0.9999732461078868,30.721924281035175,30.72593268048528,0.00013047358015195367
ry,6,42,86,520,532,0.001,1.414120271599813,2.6753892113154928e-05,0.9999732461078868,30.729146992068074,30.72959247663043,1.4497134022971503e-05
ry,6,42,86,520,532,0.0003,1.414120271599813,2.6753892113154928e-05,0.9999732461078868,30.72996871568637,30.730008857313454,1.3062697022838832e-06
ry,6,42,92,526,538,0.01,0.7316897654175792,0.00026370522596395245,0.999736294774036,7.3513193258369105,7.354036132426467,0.00036956721224283437
ry,6,42,92,526,538,0.003,0.7316897654175792,0.00026370522596395245,0.999736294774036,7.356192627047979,7.356437300308648,3.3260855591147115e-05
ry,6,42,92,526,538,0.001,0.7316897654175792,0.00026370522596395245,0.999736294774036,7.356621252745729,7.356648444478697,3.6962257582910544e-06
ry,6,42,92,526,538,0.0003,0.7316897654175792,0.00026370522596395245,0.999736294774036,7.3566700110027865,7.356672508211187,3.3944820092926557e-07
same_scalar_rxryrz,6,42,0,434,446,0.01,1.1663426585041494,0.00018021625445378657,0.9998197837455463,77.84673204497614,78.20523623177588,0.004605256731812741
same_scalar_rxryrz,6,42,0,434,446,0.003,1.1663426585041494,0.00018021625445378657,0.9998197837455463,78.45786825974028,78.49040192389435,0.00041466413599676216
same_scalar_rxryrz,6,42,0,434,446,0.001,1.1663426585041494,0.00018021625445378657,0.9998197837455463,78.51192186269223,78.51553935567246,4.607571556523973e-05
same_scalar_rxryrz,6,42,0,434,446,0.0003,1.1663426585041494,0.00018021625445378657,0.9998197837455463,78.51807382771311,78.51839945141296,4.147117777818921e-06
same_scalar_rxryrz,6,42,6,440,452,0.01,1.9555505215100843,6.88263665311287e-05,0.9999311736334688,296.4118870919144,306.27816423663745,0.03328569998160564
same_scalar_rxryrz,6,42,6,440,452,0.003,1.9555505215100843,6.88263665311287e-05,0.9999311736334688,309.6651766591676,310.5890479499619,0.0029834523234465995
same_scalar_rxryrz,6,42,6,440,452,0.001,1.9555505215100843,6.88263665311287e-05,0.9999311736334688,310.86881533962105,310.97182695877245,0.0003313668469410912
same_scalar_rxryrz,6,42,6,440,452,0.0003,1.9555505215100843,6.88263665311287e-05,0.9999311736334688,311.0061325373996,311.0154072388177,2.9821603009728598e-05
same_scalar_rxryrz,6,42,12,446,458,0.01,1.8489683281196787,9.446597785328368e-05,0.9999055340221468,234.7357428037309,239.09675807338326,0.01857840317611424
same_scalar_rxryrz,6,42,12,446,458,0.003,1.8489683281196787,9.446597785328368e-05,0.9999055340221468,241.3493653259115,241.75293302750342,0.00167213077625855
same_scalar_rxryrz,6,42,12,446,458,0.001,1.8489683281196787,9.446597785328368e-05,0.9999055340221468,241.9433788820411,241.98832980520947,0.00018579108622890621
same_scalar_rxryrz,6,42,12,446,458,0.0003,1.8489683281196787,9.446597785328368e-05,0.9999055340221468,242.01107891214372,242.01512554432472,1.672085509139263e-05
same_scalar_rxryrz,6,42,18,452,464,0.01,1.8362243881506015,0.00010810183995901676,0.999891898160041,122.88644263526687,123.66687612399507,0.006350851013277016
same_scalar_rxryrz,6,42,18,452,464,0.003,1.8362243881506015,0.00010810183995901676,0.999891898160041,124.29607782160238,124.36713042429042,0.0005716399417688851
same_scalar_rxryrz,6,42,18,452,464,0.001,1.8362243881506015,0.00010810183995901676,0.999891898160041,124.42104114665808,124.42894388570159,6.351609800617594e-05
same_scalar_rxryrz,6,42,18,452,464,0.0003,1.8362243881506015,0.00010810183995901676,0.999891898160041,124.43526643297265,124.43597771206863,5.716057162653573e-06
same_scalar_rxryrz,6,42,25,459,471,0.01,1.8255469467011034,2.1927006569365832e-05,0.9999780729934307,155.89550767003942,158.06499116590487,0.013916266916794479
same_scalar_rxryrz,6,42,25,459,471,0.003,1.8255469467011034,2.1927006569365832e-05,0.9999780729934307,159.0936861109761,159.29321270864563,0.0012541452935494737
same_scalar_rxryrz,6,42,25,459,471,0.001,1.8255469467011034,2.1927006569365832e-05,0.9999780729934307,159.37960875080242,159.40182069751341,0.00013936504729237777
same_scalar_rxryrz,6,42,25,459,471,0.0003,1.8255469467011034,2.1927006569365832e-05,0.9999780729934307,159.41218185580385,159.4141813141301,1.254269468604126e-05
same_scalar_rxryrz,6,42,31,465,477,0.01,1.3459454543930762,2.0489226893458418e-05,0.9999795107731065,115.54684837230607,117.07192998512583,0.013198816188441263
same_scalar_rxryrz,6,42,31,465,477,0.003,1.3459454543930762,2.0489226893458418e-05,0.9999795107731065,117.56724846044739,117.70683784237093,0.0011873152068409933
same_scalar_rxryrz,6,42,31,465,477,0.001,1.3459454543930762,2.0489226893458418e-05,0.9999795107731065,117.74733771177046,117.76287067633007,0.00013191775594649765
same_scalar_rxryrz,6,42,31,465,477,0.0003,1.3459454543930762,2.0489226893458418e-05,0.9999795107731065,117.76784842429336,117.76924669051584,1.1873072669569792e-05
same_scalar_rxryrz,6,42,37,471,483,0.01,1.272580152507335,0.00011643920579417548,0.9998835607942058,111.15733043949713,111.79845813930888,0.00576775006449721
same_scalar_rxryrz,6,42,37,471,483,0.003,1.272580152507335,0.00011643920579417548,0.9998835607942058,112.31462424014444,112.37292462212217,0.0005190809511419986
same_scalar_rxryrz,6,42,37,471,483,0.001,1.272580152507335,0.00011643920579417548,0.9998835607942058,112.41713114606823,112.42361486479835,5.7675539875671545e-05
same_scalar_rxryrz,6,42,37,471,483,0.0003,1.272580152507335,0.00011643920579417548,0.9998835607942058,112.42879920102045,112.42938294920971,5.192158889941214e-06
same_scalar_rxryrz,6,42,43,477,489,0.01,1.5383478635392358,1.541056506955124e-05,0.9999845894349304,132.47652883189156,133.70267483565956,0.009255571644120808
same_scalar_rxryrz,6,42,43,477,489,0.003,1.5383478635392358,1.541056506955124e-05,0.9999845894349304,134.41012627956408,134.52208195588764,0.0008329407866986184
same_scalar_rxryrz,6,42,43,477,489,0.001,1.5383478635392358,1.541056506955124e-05,0.9999845894349304,134.5819800991757,134.59443542379603,9.254823425212536e-05
same_scalar_rxryrz,6,42,43,477,489,0.0003,1.5383478635392358,1.541056506955124e-05,0.9999845894349304,134.6015477436785,134.6026690052238,8.330227728245413e-06
same_scalar_rxryrz,6,42,49,483,495,0.01,1.5100416409312531,0.00022879926047622857,0.9997712007395237,119.77271508739655,121.01701894732474,0.010388875788782469
same_scalar_rxryrz,6,42,49,483,495,0.003,1.5100416409312531,0.00022879926047622857,0.9997712007395237,121.58900721745596,121.70269431102973,0.0009350112824792581
same_scalar_rxryrz,6,42,49,483,495,0.001,1.5100416409312531,0.00022879926047622857,0.9997712007395237,121.7505767242181,121.76322538015594,0.00010388990572495415
same_scalar_rxryrz,6,42,49,483,495,0.0003,1.5100416409312531,0.00022879926047622857,0.9997712007395237,121.76897483063318,121.77011339264966,9.350181506105171e-06
same_scalar_rxryrz,6,42,55,489,501,0.01,1.5600250539679665,3.8112624860354855e-05,0.9999618873751397,113.52374989084998,114.18977502265614,0.0058668351992117625
same_scalar_rxryrz,6,42,55,489,501,0.003,1.5600250539679665,3.8112624860354855e-05,0.9999618873751397,114.72608245514562,114.78666146473118,0.0005280317107424222
same_scalar_rxryrz,6,42,55,489,501,0.001,1.5600250539679665,3.8112624860354855e-05,0.9999618873751397,114.83259580869958,114.83933306905004,5.86702782691244e-05
same_scalar_rxryrz,6,42,55,489,501,0.0003,1.5600250539679665,3.8112624860354855e-05,0.9999618873751397,114.8447200823992,114.84532645680527,5.279950228674737e-06
same_scalar_rxryrz,6,42,61,495,507,0.01,1.353714410375554,9.061286014188768e-05,0.9999093871398581,103.39230154596513,103.91933592907908,0.005097423843298945
same_scalar_rxryrz,6,42,61,495,507,0.003,1.353714410375554,9.061286014188768e-05,0.9999093871398581,104.36621913652165,104.41408394518126,0.0004586235762454795
same_scalar_rxryrz,6,42,61,495,507,0.001,1.353714410375554,9.061286014188768e-05,0.9999093871398581,104.45240580493328,104.45772835881995,5.095673810147761e-05
same_scalar_rxryrz,6,42,61,495,507,0.0003,1.353714410375554,9.061286014188768e-05,0.9999093871398581,104.46221537688562,104.46269441010004,4.585707977663843e-06
same_scalar_rxryrz,6,42,67,501,513,0.01,1.47112259850565,5.023037447337401e-05,0.9999497696255266,107.26986132750031,107.84505294087143,0.005362098974054126
same_scalar_rxryrz,6,42,67,501,513,0.003,1.47112259850565,5.023037447337401e-05,0.9999497696255266,108.32675984391162,108.37902883433411,0.0004825122665701901
same_scalar_rxryrz,6,42,67,501,513,0.001,1.47112259850565,5.023037447337401e-05,0.9999497696255266,108.42032622220633,108.42613882083852,5.3611705800228706e-05
same_scalar_rxryrz,6,42,67,501,513,0.0003,1.47112259850565,5.023037447337401e-05,0.9999497696255266,108.43097610960474,108.43149928434987,4.824956519780473e-06
same_scalar_rxryrz,6,42,74,508,520,0.01,1.4803940076096294,5.738004446753388e-05,0.9999426199555325,124.83295195149806,125.64674355952599,0.0065190448139375344
same_scalar_rxryrz,6,42,74,508,520,0.003,1.4803940076096294,5.738004446753388e-05,0.9999426199555325,126.30077719479272,126.3749166159838,0.000587006848554438
same_scalar_rxryrz,6,42,74,508,520,0.001,1.4803940076096294,5.738004446753388e-05,0.9999426199555325,126.43095563509026,126.43920219795879,6.522582090051641e-05
same_scalar_rxryrz,6,42,74,508,520,0.0003,1.4803940076096294,5.738004446753388e-05,0.9999426199555325,126.44577517261864,126.44651748439097,5.870593709551615e-06
same_scalar_rxryrz,6,42,80,514,526,0.01,1.5622420233010381,7.078221645442403e-06,0.9999929217783545,148.0898647141079,149.23074001456536,0.0077039391092695465
same_scalar_rxryrz,6,42,80,514,526,0.003,1.5622420233010381,7.078221645442403e-06,0.9999929217783545,150.14319731695784,150.24733169509574,0.0006935670746245553
same_scalar_rxryrz,6,42,80,514,526,0.001,1.5622420233010381,7.078221645442403e-06,0.9999929217783545,150.32555538116893,150.3371402200582,7.706499975927712e-05
same_scalar_rxryrz,6,42,80,514,526,0.0003,1.5622420233010381,7.078221645442403e-06,0.9999929217783545,150.34631765041271,150.34736046692922,6.936096159848553e-06
same_scalar_rxryrz,6,42,86,520,532,0.01,1.414120271599813,0.0001351887111915118,0.9998648112888084,141.78084960336554,142.63868675506717,0.00605044442956468
same_scalar_rxryrz,6,42,86,520,532,0.003,1.414120271599813,0.0001351887111915118,0.9998648112888084,143.47736789189003,143.55544895532245,0.0005442047382082945
same_scalar_rxryrz,6,42,86,520,532,0.001,1.414120271599813,0.0001351887111915118,0.9998648112888084,143.6277277809642,143.63641207226775,6.046389118399397e-05
same_scalar_rxryrz,6,42,86,520,532,0.0003,1.414120271599813,0.0001351887111915118,0.9998648112888084,143.64484373444805,143.64562546479814,5.442105193442957e-06
same_scalar_rxryrz,6,42,92,526,538,0.01,0.7316897654175792,4.316967352956125e-05,0.9999568303264704,28.130910320242275,28.16972430838005,0.0013797629616644801
same_scalar_rxryrz,6,42,92,526,538,0.003,0.7316897654175792,4.316967352956125e-05,0.9999568303264704,28.20192774548783,28.205429692494832,0.0001241740294708352
same_scalar_rxryrz,6,42,92,526,538,0.001,0.7316897654175792,4.316967352956125e-05,0.9999568303264704,28.20818229575899,28.20857149360423,1.3797338699693226e-05
same_scalar_rxryrz,6,42,92,526,538,0.0003,0.7316897654175792,4.316967352956125e-05,0.9999568303264704,28.208893866280373,28.208929014894583,1.2460117853612639e-06
seasonal_meridian,6,42,0,434,446,0.01,1.9911488025466986,0.0043036365626304305,0.9956963634373696,5.503208770141359,5.504773640445659,0.00028435597660609035
seasonal_meridian,6,42,0,434,446,0.003,1.9911488025466986,0.0043036365626304305,0.9956963634373696,5.506001070212355,5.50614198023701,2.5592080869199268e-05
seasonal_meridian,6,42,0,434,446,0.001,1.9911488025466986,0.0043036365626304305,0.9956963634373696,5.506246637594631,5.506262296617326,2.8438651090563353e-06
seasonal_meridian,6,42,0,434,446,0.0003,1.9911488025466986,0.0043036365626304305,0.9956963634373696,5.506274571808208,5.5062760178575205,2.6261845344513234e-07
seasonal_meridian,6,42,6,440,452,0.01,2.9620058479450275,6.700673721595515e-05,0.9999329932627841,13.51338917662497,13.522646033671814,0.0006850137242295365
seasonal_meridian,6,42,6,440,452,0.003,2.9620058479450275,6.700673721595515e-05,0.9999329932627841,13.530073351449841,13.530907475004886,6.16495959318106e-05
seasonal_meridian,6,42,6,440,452,0.001,2.9620058479450275,6.700673721595515e-05,0.9999329932627841,13.53154138582583,13.531634078634003,6.850129303764355e-06
seasonal_meridian,6,42,6,440,452,0.0003,2.9620058479450275,6.700673721595515e-05,0.9999329932627841,13.53170838798842,13.531716780423865,6.202051658686927e-07
seasonal_meridian,6,42,12,446,458,0.01,3.074191299889576,0.00015030801549749276,0.9998496919845025,13.128010313684786,13.13674152335409,0.0006650824809454778
seasonal_meridian,6,42,12,446,458,0.003,3.074191299889576,0.00015030801549749276,0.9998496919845025,13.143821031928992,13.14460778305425,5.985710877731414e-05
seasonal_meridian,6,42,12,446,458,0.001,3.074191299889576,0.00015030801549749276,0.9998496919845025,13.145212195851698,13.145299625483275,6.651062780465597e-06
seasonal_meridian,6,42,12,446,458,0.0003,3.074191299889576,0.00015030801549749276,0.9998496919845025,13.145370453149456,13.14537836607757,6.019555053120982e-07
seasonal_meridian,6,42,18,452,464,0.01,3.103019807945186,4.912537307904755e-05,0.999950874626921,13.786841506505118,13.796312264597876,0.0006869418269797343
seasonal_meridian,6,42,18,452,464,0.003,3.103019807945186,4.912537307904755e-05,0.999950874626921,13.804009028541975,13.804862436227348,6.182317641260819e-05
seasonal_meridian,6,42,18,452,464,0.001,3.103019807945186,4.912537307904755e-05,0.999950874626921,13.805519599287795,13.805614439699188,6.869745880309409e-06
seasonal_meridian,6,42,18,452,464,0.0003,3.103019807945186,4.912537307904755e-05,0.999950874626921,13.805691440415739,13.80570003132557,6.222730580143666e-07
seasonal_meridian,6,42,25,459,471,0.01,3.083222243324218,0.00010404135994749109,0.9998959586400525,14.93988168421333,14.950901140491357,0.0007375865827419473
seasonal_meridian,6,42,25,459,471,0.003,3.083222243324218,0.00010404135994749109,0.9998959586400525,14.960010427946045,14.961003471474715,6.637986874760105e-05
seasonal_meridian,6,42,25,459,471,0.001,3.083222243324218,0.00010404135994749109,0.9998959586400525,14.961781670058286,14.961892024101253,7.375728733404654e-06
seasonal_meridian,6,42,25,459,471,0.0003,3.083222243324218,0.00010404135994749109,0.9998959586400525,14.961983166081959,14.961993093858757,6.635334826793359e-07
seasonal_meridian,6,42,31,465,477,0.01,2.513104126337037,4.016886011827632e-05,0.9999598311398817,9.71095250309442,9.715404735238797,0.0004584753290635972
seasonal_meridian,6,42,31,465,477,0.003,2.513104126337037,4.016886011827632e-05,0.9999598311398817,9.719223508037404,9.719624545360498,4.1262280136103766e-05
seasonal_meridian,6,42,31,465,477,0.001,2.513104126337037,4.016886011827632e-05,0.9999598311398817,9.719951069149493,9.719995638146628,4.585310853686741e-06
seasonal_meridian,6,42,31,465,477,0.0003,2.513104126337037,4.016886011827632e-05,0.9999598311398817,9.720033833729852,9.720037888152593,4.1712022920969386e-07
seasonal_meridian,6,42,37,471,483,0.01,2.5962548405553334,0.00019910536578233358,0.9998008946342176,10.468940797850106,10.474379643947707,0.000519522098999511
seasonal_meridian,6,42,37,471,483,0.003,2.5962548405553334,0.00019910536578233358,0.9998008946342176,10.478973471241904,10.47946343199799,4.675656040458875e-05
seasonal_meridian,6,42,37,471,483,0.001,2.5962548405553334,0.00019910536578233358,0.9998008946342176,10.479856072095535,10.479910523830682,5.195847612115274e-06
seasonal_meridian,6,42,37,471,483,0.0003,2.5962548405553334,0.00019910536578233358,0.9998008946342176,10.479956474167116,10.479961418427862,4.7178256501209817e-07
seasonal_meridian,6,42,43,477,489,0.01,2.8121944368228275,4.7551455583153586e-05,0.9999524485444169,11.626625449851106,11.633339659857244,0.0005774857059856058
seasonal_meridian,6,42,43,477,489,0.003,2.8121944368228275,4.7551455583153586e-05,0.9999524485444169,11.638807892669911,11.639412800258498,5.197332872617696e-05
seasonal_meridian,6,42,43,477,489,0.001,2.8121944368228275,4.7551455583153586e-05,0.9999524485444169,11.63987968310647,11.63994690639436,5.775256250152432e-06
seasonal_meridian,6,42,43,477,489,0.0003,2.8121944368228275,4.7551455583153586e-05,0.9999524485444169,11.640001607528417,11.640007710786747,5.243348357252644e-07
seasonal_meridian,6,42,49,483,495,0.01,2.7958035579614235,3.2754186202402725e-05,0.9999672458137976,11.447244538934662,11.453611381176954,0.0005561899390405013
seasonal_meridian,6,42,49,483,495,0.003,2.7958035579614235,3.2754186202402725e-05,0.9999672458137976,11.45896117067449,11.459534761239077,5.005607018327658e-05
seasonal_meridian,6,42,49,483,495,0.001,2.7958035579614235,3.2754186202402725e-05,0.9999672458137976,11.459991952880848,11.460055693690574,5.562029187067999e-06
seasonal_meridian,6,42,49,483,495,0.0003,2.7958035579614235,3.2754186202402725e-05,0.9999672458137976,11.460109212025573,11.460114979828303,5.032938711960953e-07
seasonal_meridian,6,42,55,489,501,0.01,2.7566204038170734,0.00011620901153605156,0.9998837909884639,11.669878057337453,11.676458886042406,0.0005639158072277738
seasonal_meridian,6,42,55,489,501,0.003,2.7566204038170734,0.00011620901153605156,0.9998837909884639,11.682047071792582,11.682639958537294,5.075195649091799e-05
seasonal_meridian,6,42,55,489,501,0.001,2.7566204038170734,0.00011620901153605156,0.9998837909884639,11.68311767366035,11.683183563038213,5.639708483948876e-06
seasonal_meridian,6,42,55,489,501,0.0003,2.7566204038170734,0.00011620901153605156,0.9998837909884639,11.683239462800215,11.683245466138144,5.138418971037746e-07
seasonal_meridian,6,42,61,495,507,0.01,2.544962951835362,1.4625767873192055e-05,0.9999853742321269,9.723101335214993,9.727774923591891,0.0004806684838273833
seasonal_meridian,6,42,61,495,507,0.003,2.544962951835362,1.4625767873192055e-05,0.9999853742321269,9.731657543727122,9.732078529636448,4.3259424967865084e-05
seasonal_meridian,6,42,61,495,507,0.001,2.544962951835362,1.4625767873192055e-05,0.9999853742321269,9.732410209135802,9.732456995648064,4.807289382307749e-06
seasonal_meridian,6,42,61,495,507,0.0003,2.544962951835362,1.4625767873192055e-05,0.9999853742321269,9.732495829649071,9.732500102129414,4.3899123283801026e-07
seasonal_meridian,6,42,67,501,513,0.01,2.694190886832547,5.627399626404672e-06,0.9999943726003736,10.644050583958236,10.649865805920644,0.0005463354309093452
seasonal_meridian,6,42,67,501,513,0.003,2.694190886832547,5.627399626404672e-06,0.9999943726003736,10.654451366704638,10.65497523990618,4.9169420696740055e-05
seasonal_meridian,6,42,67,501,513,0.001,2.694190886832547,5.627399626404672e-06,0.9999943726003736,10.655366361528475,10.65542458172919,5.463932326530081e-06
seasonal_meridian,6,42,67,501,513,0.0003,2.694190886832547,5.627399626404672e-06,0.9999943726003736,10.65547044874605,10.655475778263858,5.001672928512332e-07
seasonal_meridian,6,42,74,508,520,0.01,2.6357789154729043,0.00018124088411881708,0.9998187591158811,10.496655374226348,10.50199547743158,0.0005087433105923955
