encoding,depth,seed,pair_index,target_index_t,target_index_t_plus_12,epsilon,delta_norm,exact_fidelity_tau12,exact_infidelity_tau12,D_state_derivative,D_fidelity_curvature,relative_method_difference
seasonal_meridian,6,42,74,508,520,0.003,2.6357789154729043,0.00018124088411881708,0.9998187591158811,10.50650980571038,10.506990854987198,4.578583047211916e-05
seasonal_meridian,6,42,74,508,520,0.001,2.6357789154729043,0.00018124088411881708,0.9998187591158811,10.50737670434942,10.507430166784015,5.088085837142348e-06
seasonal_meridian,6,42,74,508,520,0.0003,2.6357789154729043,0.00018124088411881708,0.9998187591158811,10.507475319957729,10.507480203209637,4.6474074494877104e-07
seasonal_meridian,6,42,80,514,526,0.01,2.734092249597265,0.00015562458331869495,0.9998443754166813,11.876178356996684,11.882905995723169,0.0005664817859965237
seasonal_meridian,6,42,80,514,526,0.003,2.734092249597265,0.00015562458331869495,0.9998443754166813,11.888800932202308,11.889407044619727,5.0981795462407165e-05
seasonal_meridian,6,42,80,514,526,0.001,2.734092249597265,0.00015562458331869495,0.9998443754166813,11.889911440114785,11.889978799806133,5.6652811661018314e-06
seasonal_meridian,6,42,80,514,526,0.0003,2.734092249597265,0.00015562458331869495,0.9998443754166813,11.890037768899518,11.890043901304402,5.157599162872876e-07
seasonal_meridian,6,42,86,520,532,0.01,2.472824881091555,5.3010720939053575e-05,0.9999469892790609,8.939568062194823,8.943579751477525,0.00044875650085014225
seasonal_meridian,6,42,86,520,532,0.003,2.472824881091555,5.3010720939053575e-05,0.9999469892790609,8.946895885647432,8.947257226850821,4.038732628694089e-05
seasonal_meridian,6,42,86,520,532,0.001,2.472824881091555,5.3010720939053575e-05,0.9999469892790609,8.947540466758818,8.94758062275347,4.4879366348002475e-06
seasonal_meridian,6,42,86,520,532,0.0003,2.472824881091555,5.3010720939053575e-05,0.9999469892790609,8.947613791719217,8.947617449430982,4.087918690517528e-07
seasonal_meridian,6,42,92,526,538,0.01,1.5643175500445363,0.027051528627320194,0.9729484713726798,3.498182663578094,3.498771968195591,0.00016846021896808745
seasonal_meridian,6,42,92,526,538,0.003,1.5643175500445363,0.027051528627320194,0.9729484713726798,3.499267762667492,3.499320816675095,1.5161459825724824e-05
seasonal_meridian,6,42,92,526,538,0.001,1.5643175500445363,0.027051528627320194,0.9729484713726798,3.4993631770213547,3.499369075343761,1.6855416566151337e-06
seasonal_meridian,6,42,92,526,538,0.0003,1.5643175500445363,0.027051528627320194,0.9729484713726798,3.4993740306204515,3.4993746147707037,1.6692992719791176e-07
learnable_seasonal_cdf,6,42,0,434,446,0.01,1.9911488025466986,0.07813085694310304,0.9218691430568969,2.4237893077023713,2.424066651049439,0.00011442551800455635
learnable_seasonal_cdf,6,42,0,434,446,0.003,1.9911488025466986,0.07813085694310304,0.9218691430568969,2.42430558056994,2.4243305470412264,1.0298401111830528e-05
learnable_seasonal_cdf,6,42,0,434,446,0.001,1.9911488025466986,0.07813085694310304,0.9218691430568969,2.4243509740083566,2.4243537511958735,1.1455385571722815e-06
learnable_seasonal_cdf,6,42,0,434,446,0.0003,1.9911488025466986,0.07813085694310304,0.9218691430568969,2.424356137580833,2.4243564230215977,1.1773879273658719e-07
learnable_seasonal_cdf,6,42,6,440,452,0.01,2.9620058479450275,0.0015226309131448057,0.9984773690868552,6.207451258423728,6.209276662825225,0.0002940666507884743
learnable_seasonal_cdf,6,42,6,440,452,0.003,2.9620058479450275,0.0015226309131448057,0.9984773690868552,6.210831606802015,6.210995980878338,2.6465711313683917e-05
learnable_seasonal_cdf,6,42,6,440,452,0.001,2.9620058479450275,0.0015226309131448057,0.9984773690868552,6.211128894250725,6.211147162482611,2.9412095928714736e-06
learnable_seasonal_cdf,6,42,6,440,452,0.0003,2.9620058479450275,0.0015226309131448057,0.9984773690868552,6.211162711865289,6.211164396388273,2.7120896061974626e-07
learnable_seasonal_cdf,6,42,12,446,458,0.01,3.074191299889576,0.0014161342969696027,0.9985838657030304,6.805665974889969,6.807789613204052,0.00031203975068977885
learnable_seasonal_cdf,6,42,12,446,458,0.003,3.074191299889576,0.0014161342969696027,0.9985838657030304,6.809664366752394,6.809855603121898,2.8083082983835913e-05
learnable_seasonal_cdf,6,42,12,446,458,0.001,3.074191299889576,0.0014161342969696027,0.9985838657030304,6.810016017878782,6.810037270987834,3.12086036162226e-06
learnable_seasonal_cdf,6,42,12,446,458,0.0003,3.074191299889576,0.0014161342969696027,0.9985838657030304,6.810056019669817,6.8100579669266255,2.859384420068093e-07
learnable_seasonal_cdf,6,42,18,452,464,0.01,3.103019807945186,0.0009003113464183492,0.9990996886535817,6.2715114393765425,6.273372423743484,0.00029673618312438087
learnable_seasonal_cdf,6,42,18,452,464,0.003,3.103019807945186,0.0009003113464183492,0.9990996886535817,6.274944057257131,6.275111634985237,2.6705852128163247e-05
learnable_seasonal_cdf,6,42,18,452,464,0.001,3.103019807945186,0.0009003113464183492,0.9990996886535817,6.275245941492716,6.275264564925553,2.9677614250159534e-06
learnable_seasonal_cdf,6,42,18,452,464,0.0003,3.103019807945186,0.0009003113464183492,0.9990996886535817,6.2752802820074685,6.275282001440749,2.7400103309020396e-07
learnable_seasonal_cdf,6,42,25,459,471,0.01,3.083222243324218,0.0008672021607990854,0.999132797839201,5.516645668424444,5.518089469845888,0.0002617172659298794
learnable_seasonal_cdf,6,42,25,459,471,0.003,3.083222243324218,0.0008672021607990854,0.999132797839201,5.519301605088533,5.519431607438187,2.355413038750346e-05
learnable_seasonal_cdf,6,42,25,459,471,0.001,3.083222243324218,0.0008672021607990854,0.999132797839201,5.519535172244824,5.519549619525943,2.617481484969717e-06
learnable_seasonal_cdf,6,42,25,459,471,0.0003,3.083222243324218,0.0008672021607990854,0.999132797839201,5.519561741309299,5.51956307573123,2.417622981167391e-07
learnable_seasonal_cdf,6,42,31,465,477,0.01,2.513104126337037,0.031571827695693264,0.9684281723043068,3.3087058332996206,3.309265793407512,0.00016923840803730985
learnable_seasonal_cdf,6,42,31,465,477,0.003,2.513104126337037,0.031571827695693264,0.9684281723043068,3.3097077167312228,3.309758128572988,1.5231508664700886e-05
learnable_seasonal_cdf,6,42,31,465,477,0.001,2.513104126337037,0.031571827695693264,0.9684281723043068,3.3097958135015673,3.309801420936509,1.6941936172733291e-06
learnable_seasonal_cdf,6,42,31,465,477,0.0003,2.513104126337037,0.031571827695693264,0.9684281723043068,3.309805834704803,3.309806412893974,1.7468975525542355e-07
learnable_seasonal_cdf,6,42,37,471,483,0.01,2.5962548405553334,0.009627214221238965,0.9903727857787611,4.276622319058136,4.277499837547771,0.00020518961558160307
learnable_seasonal_cdf,6,42,37,471,483,0.003,2.5962548405553334,0.009627214221238965,0.9903727857787611,4.278243005784011,4.278322012144879,1.8467011051256154e-05
learnable_seasonal_cdf,6,42,37,471,483,0.001,2.5962548405553334,0.009627214221238965,0.9903727857787611,4.278385522145448,4.278394303669497,2.052532200244098e-06
learnable_seasonal_cdf,6,42,37,471,483,0.0003,2.5962548405553334,0.009627214221238965,0.9903727857787611,4.278401733775341,4.278402564327088,1.9412663865118955e-07
learnable_seasonal_cdf,6,42,43,477,489,0.01,2.8121944368228275,0.001848018582890891,0.9981519814171091,6.016296184266307,6.0180102349799425,0.0002849013182094124
learnable_seasonal_cdf,6,42,43,477,489,0.003,2.8121944368228275,0.001848018582890891,0.9981519814171091,6.019483031794575,6.019637376021415,2.564077779186237e-05
learnable_seasonal_cdf,6,42,43,477,489,0.001,2.8121944368228275,0.001848018582890891,0.9981519814171091,6.019763298263098,6.019780453558887,2.8498289615843796e-06
learnable_seasonal_cdf,6,42,43,477,489,0.0003,2.8121944368228275,0.001848018582890891,0.9981519814171091,6.019795179639972,6.019796778339922,2.6557381148241477e-07
learnable_seasonal_cdf,6,42,49,483,495,0.01,2.7958035579614235,0.0037318560192451215,0.9962681439807549,5.203033056677688,5.204346959962192,0.0002525264149182113
learnable_seasonal_cdf,6,42,49,483,495,0.003,2.7958035579614235,0.0037318560192451215,0.9962681439807549,5.205433976342839,5.205552281265883,2.2727196921969465e-05
learnable_seasonal_cdf,6,42,49,483,495,0.001,2.7958035579614235,0.0037318560192451215,0.9962681439807549,5.205645115173121,5.205658263840451,2.525847813120788e-06
learnable_seasonal_cdf,6,42,49,483,495,0.0003,2.7958035579614235,0.0037318560192451215,0.9962681439807549,5.205669132922557,5.205670336769528,2.3125691255117092e-07
learnable_seasonal_cdf,6,42,55,489,501,0.01,2.7566204038170734,0.001216364732456248,0.9987836352675438,5.341868620235424,5.343188850697178,0.0002471476847545813
learnable_seasonal_cdf,6,42,55,489,501,0.003,2.7566204038170734,0.001216364732456248,0.9987836352675438,5.344327944168778,5.344446817946559,2.224297966426385e-05
learnable_seasonal_cdf,6,42,55,489,501,0.001,2.7566204038170734,0.001216364732456248,0.9987836352675438,5.344544217579288,5.344557430786434,2.47227950752846e-06
learnable_seasonal_cdf,6,42,55,489,501,0.0003,2.7566204038170734,0.001216364732456248,0.9987836352675438,5.344568819387468,5.344570049488814,2.3015913681468437e-07
learnable_seasonal_cdf,6,42,61,495,507,0.01,2.544962951835362,0.012998154941938869,0.9870018450580611,4.065370336428118,4.066170668195479,0.00019686564842312298
learnable_seasonal_cdf,6,42,61,495,507,0.003,2.544962951835362,0.012998154941938869,0.9870018450580611,4.066835583043824,4.066907638186931,1.771774187471181e-05
learnable_seasonal_cdf,6,42,61,495,507,0.001,2.544962951835362,0.012998154941938869,0.9870018450580611,4.066964428478984,4.066972437655192,1.969325365005699e-06
learnable_seasonal_cdf,6,42,61,495,507,0.0003,2.544962951835362,0.012998154941938869,0.9870018450580611,4.066979084979247,4.0669798232843375,1.815364857833721e-07
learnable_seasonal_cdf,6,42,67,501,513,0.01,2.694190886832547,0.007972296566264008,0.992027703433736,4.514664173674668,4.51560793677086,0.00020904391996531664
learnable_seasonal_cdf,6,42,67,501,513,0.003,2.694190886832547,0.007972296566264008,0.992027703433736,4.51642963045708,4.516514601494838,1.8813763240091328e-05
learnable_seasonal_cdf,6,42,67,501,513,0.001,2.694190886832547,0.007972296566264008,0.992027703433736,4.516584877625233,4.516594324432965,2.0915820223626726e-06
learnable_seasonal_cdf,6,42,67,501,513,0.0003,2.694190886832547,0.007972296566264008,0.992027703433736,4.516602537422394,4.5166034307659375,1.9779104664144694e-07
learnable_seasonal_cdf,6,42,74,508,520,0.01,2.6357789154729043,0.01647443883708421,0.9835255611629158,3.771418607100327,3.7720963303677912,0.00017969982599869803
learnable_seasonal_cdf,6,42,74,508,520,0.003,2.6357789154729043,0.01647443883708421,0.9835255611629158,3.7726693519951366,3.7727303671747987,1.6172946518568707e-05
learnable_seasonal_cdf,6,42,74,508,520,0.001,2.6357789154729043,0.01647443883708421,0.9835255611629158,3.7727793332951,3.7727861166292342,1.79796736971429e-06
learnable_seasonal_cdf,6,42,74,508,520,0.0003,2.6357789154729043,0.01647443883708421,0.9835255611629158,3.772791843931297,3.7727924969329276,1.7308180720241412e-07
learnable_seasonal_cdf,6,42,80,514,526,0.01,2.734092249597265,0.013533617729567324,0.9864663822704327,4.234558230554653,4.235444870870908,0.0002093820105854332
learnable_seasonal_cdf,6,42,80,514,526,0.003,2.734092249597265,0.013533617729567324,0.9864663822704327,4.236156852578706,4.236236680431481,1.8844404386623787e-05
learnable_seasonal_cdf,6,42,80,514,526,0.001,2.734092249597265,0.013533617729567324,0.9864663822704327,4.2362974286698885,4.236306302918269,2.09481239927298e-06
learnable_seasonal_cdf,6,42,80,514,526,0.0003,2.734092249597265,0.013533617729567324,0.9864663822704327,4.236313419588165,4.236314258646938,1.980634314741548e-07
learnable_seasonal_cdf,6,42,86,520,532,0.01,2.472824881091555,0.010748282663943981,0.989251717336056,4.50060759122685,4.501536140646412,0.00020631645855361552
learnable_seasonal_cdf,6,42,86,520,532,0.003,2.472824881091555,0.010748282663943981,0.989251717336056,4.502351619752223,4.502435220074849,1.8568146090493997e-05
learnable_seasonal_cdf,6,42,86,520,532,0.001,2.472824881091555,0.010748282663943981,0.989251717336056,4.50250498177037,4.502514272974878,2.0635634042841663e-06
learnable_seasonal_cdf,6,42,86,520,532,0.0003,2.472824881091555,0.010748282663943981,0.989251717336056,4.50252242711791,4.502523293709655,1.924680574183905e-07
learnable_seasonal_cdf,6,42,92,526,538,0.01,1.5643175500445363,0.2441562259237751,0.7558437740762249,1.3667656532297945,1.3668584475295953,6.789335068636007e-05
learnable_seasonal_cdf,6,42,92,526,538,0.003,1.5643175500445363,0.2441562259237751,0.7558437740762249,1.3669331112361063,1.3669414640821782,6.110647260838229e-06
learnable_seasonal_cdf,6,42,92,526,538,0.001,1.5643175500445363,0.2441562259237751,0.7558437740762249,1.366947834107815,1.3669487664569324,6.820663482558805e-07
learnable_seasonal_cdf,6,42,92,526,538,0.0003,1.5643175500445363,0.2441562259237751,0.7558437740762249,1.3669495088482764,1.3669496399002257,9.58718288014489e-08
